"Domain","Distance.Domain.Motif","ocurrences"
"PF00188.29",16,1
"PF00188.29",17,2
"PF00188.29",21,1
"PF00217.22",-20,2
"PF00217.22",-19,2
"PF00225.26",-50,1
"PF00225.26",-34,1
"PF00225.26",-1,4
"PF00229.21",-25,1
"PF00229.21",-19,1
"PF00229.21",-17,1
"PF00229.21",-14,1
"PF00229.21",-11,2
"PF00229.21",-8,4
"PF00240.26",-7,1
"PF00240.26",-4,2
"PF00246.27",48,1
"PF00246.27",105,1
"PF00254.31",-7,1
"PF00254.31",-6,1
"PF00254.31",-3,2
"PF00254.31",58,1
"PF00254.31",59,1
"PF00270.32",-59,1
"PF00270.32",7,1
"PF00270.32",8,4
"PF00270.32",9,8
"PF00270.32",10,4
"PF00270.32",11,8
"PF00270.32",12,4
"PF00270.32",13,1
"PF00270.32",14,1
"PF00270.32",15,2
"PF00270.32",17,1
"PF00270.32",37,1
"PF00271.34",-114,1
"PF00271.34",-60,1
"PF00271.34",-48,1
"PF00271.34",-35,1
"PF00271.34",-31,1
"PF00271.34",-14,1
"PF00271.34",1,32
"PF00271.34",3,13
"PF00271.34",4,2
"PF00271.34",5,23
"PF00271.34",6,3
"PF00271.34",7,4
"PF00293.31",-27,1
"PF00293.31",-14,1
"PF00293.31",-5,1
"PF00293.31",-1,1
"PF00293.31",7,1
"PF00300.25",-48,1
"PF00300.25",52,1
"PF00326.24",-17,2
"PF00326.24",-14,1
"PF00326.24",-13,1
"PF00326.24",-12,2
"PF00406.25",-86,1
"PF00406.25",-69,1
"PF00406.25",1,2
"PF00406.25",42,1
"PF00431.23",-1017,1
"PF00431.23",-1008,1
"PF00431.23",-21,1
"PF00431.23",-17,1
"PF00431.23",-15,1
"PF00431.23",-8,1
"PF00431.23",-3,1
"PF00431.23",-1,1
"PF00431.23",1,1
"PF00431.23",3,1
"PF00431.23",6,2
"PF00431.23",7,1
"PF00431.23",10,1
"PF00431.23",13,1
"PF00431.23",15,1
"PF00443.32",14,1
"PF00443.32",15,1
"PF00443.32",51,1
"PF00443.32",154,1
"PF00443.32",180,1
"PF00481.24",-5,1
"PF00481.24",1,2
"PF00481.24",7,1
"PF00483.26",41,1
"PF00483.26",73,1
"PF00488.24",-1,2
"PF00497.23",-58,1
"PF00497.23",-57,2
"PF00497.23",-50,1
"PF00497.23",-49,2
"PF00498.29",-3,1
"PF00498.29",-1,1
"PF00501.31",-34,1
"PF00501.31",-20,1
"PF00501.31",-19,1
"PF00535.29",3,1
"PF00535.29",19,1
"PF00535.29",25,1
"PF00535.29",26,1
"PF00535.29",30,1
"PF00535.29",31,3
"PF00535.29",34,1
"PF00535.29",36,1
"PF00535.29",37,4
"PF00535.29",38,4
"PF00535.29",39,2
"PF00535.29",42,1
"PF00535.29",71,1
"PF00535.29",83,1
"PF00535.29",85,1
"PF00535.29",109,1
"PF00561.23",-116,1
"PF00561.23",-78,1
"PF00561.23",-36,1
"PF00561.23",-4,1
"PF00561.23",15,1
"PF00561.23",20,1
"PF00561.23",23,1
"PF00561.23",59,1
"PF00564.27",-11,1
"PF00564.27",11,1
"PF00568.26",-34,1
"PF00568.26",-1,1
"PF00595.27",-4,1
"PF00595.27",1,2
"PF00595.27",2,1
"PF00595.27",3,3
"PF00595.27",7,1
"PF00595.27",8,1
"PF00622.31",-17,1
"PF00622.31",-12,3
"PF00622.31",-11,1
"PF00622.31",-1,1
"PF00622.31",1,2
"PF00622.31",4,1
"PF00625.24",-41,1
"PF00625.24",-35,1
"PF00626.25",-15,1
"PF00626.25",-14,1
"PF00626.25",-12,1
"PF00626.25",-11,1
"PF00626.25",8,2
"PF00626.25",11,1
"PF00626.25",13,1
"PF00630.22",1,8
"PF00635.29",8,2
"PF00635.29",13,1
"PF00644.23",-6,1
"PF00644.23",9,1
"PF00656.25",-4,1
"PF00656.25",-3,1
"PF00683.20",-9,2
"PF00683.20",-8,2
"PF00683.20",-7,3
"PF00683.20",-6,1
"PF00683.20",-5,2
"PF00683.20",-4,2
"PF00688.21",1,2
"PF00688.21",9,1
"PF00688.21",12,2
"PF00688.21",15,1
"PF00688.21",17,1
"PF00688.21",22,1
"PF00688.21",48,1
"PF00688.21",52,1
"PF00688.21",55,1
"PF00694.22",-19,2
"PF00702.29",-201,1
"PF00702.29",-179,1
"PF00702.29",60,1
"PF00702.29",68,1
"PF00702.29",70,1
"PF00702.29",72,1
"PF00702.29",84,1
"PF00702.29",87,1
"PF00709.24",-1,2
"PF00753.30",-9,1
"PF00753.30",-4,1
"PF00753.30",11,1
"PF00754.28",1,2
"PF00777.21",-5,1
"PF00777.21",1,1
"PF00777.21",6,1
"PF00781.27",204,1
"PF00781.27",224,1
"PF00781.27",226,1
"PF00781.27",231,1
"PF00781.27",444,1
"PF00781.27",494,1
"PF00781.27",506,1
"PF00782.23",-33,1
"PF00782.23",-1,2
"PF00791.23",23,1
"PF00791.23",31,1
"PF00791.23",37,1
"PF00791.23",39,3
"PF00791.23",48,2
"PF00792.27",-11,1
"PF00792.27",-10,1
"PF00792.27",-1,1
"PF00801.23",-8,1
"PF00801.23",3,1
"PF00817.23",6,2
"PF00850.22",-19,1
"PF00850.22",-14,2
"PF00868.23",6,1
"PF00868.23",10,1
"PF00868.23",13,1
"PF00868.23",14,1
"PF00989.28",-8,1
"PF00989.28",-7,2
"PF00989.28",-6,1
"PF00989.28",-4,1
"PF01030.27",-15,1
"PF01030.27",-10,2
"PF01030.27",6,1
"PF01030.27",9,2
"PF01030.27",20,1
"PF01064.26",-13,1
"PF01064.26",-1,1
"PF01073.22",35,3
"PF01073.22",36,3
"PF01073.22",47,1
"PF01082.23",6,1
"PF01082.23",7,2
"PF01082.23",10,1
"PF01088.24",8,1
"PF01088.24",9,1
"PF01088.24",10,2
"PF01088.24",14,1
"PF01094.31",-76,1
"PF01094.31",-73,1
"PF01094.31",-41,1
"PF01094.31",-40,4
"PF01094.31",-39,6
"PF01094.31",-38,9
"PF01094.31",-37,9
"PF01094.31",-36,3
"PF01094.31",-34,5
"PF01094.31",-33,5
"PF01094.31",-32,3
"PF01094.31",-31,7
"PF01094.31",-30,7
"PF01094.31",-29,12
"PF01094.31",-28,8
"PF01094.31",-27,28
"PF01094.31",-26,1
"PF01094.31",-23,7
"PF01094.31",-18,1
"PF01094.31",-16,2
"PF01094.31",-15,2
"PF01094.31",-14,3
"PF01094.31",-13,3
"PF01094.31",-12,1
"PF01094.31",-11,1
"PF01094.31",-10,1
"PF01094.31",-9,1
"PF01094.31",-8,3
"PF01094.31",-7,1
"PF01142.21",-257,1
"PF01142.21",-108,1
"PF01170.21",1,1
"PF01170.21",45,1
"PF01182.23",3,2
"PF01248.29",11,1
"PF01248.29",18,1
"PF01299.20",5,1
"PF01299.20",6,1
"PF01336.28",18,2
"PF01344.28",1,4
"PF01344.28",6,1
"PF01370.24",71,1
"PF01370.24",82,1
"PF01370.24",83,1
"PF01370.24",86,1
"PF01370.24",132,1
"PF01391.21",1,1
"PF01391.21",99,1
"PF01391.21",402,1
"PF01391.21",408,1
"PF01391.21",414,1
"PF01391.21",466,1
"PF01391.21",481,1
"PF01398.24",42,2
"PF01398.24",58,1
"PF01398.24",61,1
"PF01400.27",-5,3
"PF01403.22",-280,1
"PF01403.22",-274,2
"PF01403.22",-28,2
"PF01403.22",-22,1
"PF01403.22",-12,1
"PF01403.22",3,1
"PF01403.22",5,1
"PF01416.23",-95,1
"PF01416.23",-35,1
"PF01416.23",-33,1
"PF01416.23",-14,1
"PF01421.22",-39,1
"PF01421.22",-9,1
"PF01421.22",-4,1
"PF01433.23",-30,1
"PF01433.23",-24,1
"PF01433.23",-16,1
"PF01433.23",-13,2
"PF01433.23",-12,1
"PF01433.23",-11,1
"PF01457.19",-244,1
"PF01457.19",-108,1
"PF01457.19",-86,1
"PF01459.25",1,5
"PF01462.21",5,1
"PF01462.21",6,1
"PF01462.21",7,1
"PF01462.21",8,2
"PF01462.21",26,1
"PF01467.29",-1,4
"PF01477.26",-1,1
"PF01477.26",14,1
"PF01494.22",52,1
"PF01494.22",92,1
"PF01496.22",-12,2
"PF01504.21",-33,1
"PF01504.21",-31,1
"PF01504.21",-25,3
"PF01546.31",-11,1
"PF01546.31",-9,1
"PF01553.24",-30,1
"PF01553.24",18,1
"PF01553.24",20,1
"PF01553.24",56,1
"PF01556.21",-1,2
"PF01565.26",24,1
"PF01565.26",27,1
"PF01565.26",29,1
"PF01565.26",32,1
"PF01593.27",-6,1
"PF01593.27",48,1
"PF01593.27",142,1
"PF01661.24",-8,1
"PF01661.24",-6,1
"PF01661.24",-1,2
"PF01663.25",-118,1
"PF01663.25",-114,1
"PF01663.25",-106,1
"PF01663.25",-3,1
"PF01663.25",8,4
"PF01663.25",9,2
"PF01663.25",10,1
"PF01663.25",19,1
"PF01663.25",20,1
"PF01663.25",25,1
"PF01735.21",108,1
"PF01735.21",128,1
"PF01735.21",136,1
"PF01746.24",-6,1
"PF01746.24",-5,1
"PF01755.20",23,1
"PF01755.20",24,2
"PF01762.24",-8,5
"PF01762.24",-7,8
"PF01764.28",75,1
"PF01764.28",90,1
"PF01822.22",1,3
"PF01822.22",4,1
"PF01822.22",5,1
"PF01833.27",1,1
"PF01833.27",4,2
"PF01841.22",40,3
"PF01841.22",42,2
"PF01909.26",14,2
"PF01909.26",21,1
"PF01909.26",29,1
"PF01909.26",33,1
"PF01918.24",28,1
"PF01918.24",33,1
"PF01926.26",-122,1
"PF01926.26",-91,1
"PF01926.26",-64,1
"PF01926.26",42,1
"PF01926.26",88,1
"PF01926.26",175,1
"PF02141.24",-179,1
"PF02141.24",186,1
"PF02142.25",-9,1
"PF02142.25",-7,1
"PF02142.25",-5,1
"PF02145.18",-11,1
"PF02145.18",-10,1
"PF02145.18",-9,1
"PF02145.18",-8,1
"PF02146.20",-34,2
"PF02146.20",-1,3
"PF02146.20",13,1
"PF02146.20",14,2
"PF02146.20",15,2
"PF02146.20",17,1
"PF02171.20",-55,1
"PF02171.20",8,1
"PF02171.20",9,1
"PF02171.20",10,1
"PF02192.19",-7,2
"PF02210.27",-15,1
"PF02210.27",-7,1
"PF02210.27",-3,1
"PF02210.27",-2,3
"PF02210.27",-1,65
"PF02210.27",1169,1
"PF02223.20",-1,2
"PF02301.21",1,1
"PF02301.21",3,1
"PF02301.21",45,1
"PF02301.21",164,1
"PF02368.21",8,1
"PF02368.21",9,1
"PF02373.25",-91,2
"PF02373.25",-48,1
"PF02373.25",-45,1
"PF02373.25",-38,1
"PF02373.25",-37,1
"PF02373.25",-36,1
"PF02373.25",-29,1
"PF02373.25",-25,1
"PF02450.18",-29,2
"PF02450.18",-15,2
"PF02460.21",-126,1
"PF02460.21",-105,1
"PF02460.21",-11,1
"PF02485.24",13,1
"PF02485.24",15,1
"PF02518.29",-14,4
"PF02518.29",-12,1
"PF02518.29",25,1
"PF02518.29",29,2
"PF02518.29",39,1
"PF02518.29",42,1
"PF02518.29",95,1
"PF02732.18",-13,2
"PF02760.18",-1,2
"PF02760.18",15,4
"PF02769.25",-47,1
"PF02769.25",-1,1
"PF02775.24",-1,2
"PF02799.18",-6,2
"PF02862.20",-198,1
"PF02862.20",-143,1
"PF02862.20",-133,1
"PF02862.20",-120,1
"PF02886.20",-211,1
"PF02886.20",-210,1
"PF02886.20",-207,1
"PF02886.20",-202,1
"PF02886.20",1,1
"PF02990.19",-9,1
"PF02990.19",-7,2
"PF02990.19",-6,1
"PF02990.19",18,1
"PF03009.20",1,1
"PF03009.20",7,1
"PF03029.20",-1,3
"PF03061.25",1,2
"PF03061.25",11,1
"PF03061.25",12,1
"PF03061.25",14,1
"PF03061.25",15,1
"PF03061.25",17,2
"PF03061.25",34,1
"PF03144.28",-91,1
"PF03144.28",-15,2
"PF03144.28",-13,1
"PF03144.28",-12,1
"PF03144.28",-10,3
"PF03144.28",-8,1
"PF03144.28",-7,1
"PF03159.21",19,1
"PF03159.21",47,1
"PF03160.17",3,1
"PF03160.17",5,1
"PF03160.17",13,3
"PF03160.17",47,1
"PF03178.18",-1065,1
"PF03178.18",-781,1
"PF03184.22",-35,1
"PF03184.22",-33,1
"PF03184.22",-29,1
"PF03184.22",-27,1
"PF03184.22",-18,1
"PF03360.19",-13,1
"PF03360.19",-12,2
"PF03372.26",-14,1
"PF03372.26",-1,1
"PF03372.26",1,10
"PF03476.19",1,2
"PF03476.19",3,1
"PF03493.21",23,2
"PF03493.21",27,1
"PF03493.21",30,1
"PF03607.20",-14,1
"PF03607.20",-13,2
"PF03807.20",1,1
"PF03807.20",21,1
"PF03807.20",22,2
"PF03815.22",3,1
"PF03815.22",5,1
"PF03815.22",6,1
"PF03853.18",7,1
"PF03853.18",8,1
"PF03853.18",9,1
"PF04042.19",5,1
"PF04042.19",6,1
"PF04042.19",12,1
"PF04072.17",6,1
"PF04072.17",7,1
"PF04089.17",24,1
"PF04089.17",25,1
"PF04089.17",27,1
"PF04089.17",28,1
"PF04089.17",31,1
"PF04139.16",-9,1
"PF04139.16",-7,1
"PF04321.20",86,1
"PF04321.20",154,1
"PF04389.20",1,1
"PF04389.20",70,1
"PF04427.21",-6,1
"PF04427.21",-4,1
"PF04427.21",-1,1
"PF04427.21",1,1
"PF04628.16",-1,2
"PF04679.18",-7,1
"PF04679.18",-4,1
"PF04847.15",-5,3
"PF04851.18",-211,1
"PF04851.18",11,1
"PF04851.18",14,1
"PF04851.18",15,3
"PF04851.18",16,1
"PF04851.18",17,1
"PF04851.18",45,1
"PF04851.18",71,1
"PF04926.18",1,2
"PF04926.18",5,1
"PF05047.19",-10,1
"PF05047.19",-9,2
"PF05048.16",-171,1
"PF05048.16",-159,1
"PF05048.16",-46,1
"PF05048.16",10,1
"PF05048.16",17,1
"PF05048.16",34,1
"PF05048.16",48,1
"PF05048.16",76,1
"PF05048.16",83,1
"PF05049.16",-25,1
"PF05049.16",-24,1
"PF05049.16",-23,1
"PF05049.16",12,1
"PF05193.24",-252,1
"PF05193.24",-166,1
"PF05193.24",58,4
"PF05193.24",61,1
"PF05193.24",62,1
"PF05193.24",64,1
"PF05434.14",-9,2
"PF05721.16",1,2
"PF05735.15",-6,3
"PF06017.16",1,1
"PF06017.16",5,1
"PF06017.16",14,1
"PF06189.15",-24,2
"PF06309.14",29,1
"PF06309.14",30,1
"PF06309.14",32,2
"PF06309.14",105,1
"PF06365.15",-13,2
"PF06468.16",1,1
"PF06468.16",3,1
"PF06544.15",-1,1
"PF06544.15",4,1
"PF06544.15",15,1
"PF06664.15",-62,1
"PF06664.15",-48,1
"PF06664.15",-28,1
"PF06668.15",-3,2
"PF06668.15",-1,2
"PF06733.18",200,1
"PF06733.18",202,1
"PF07002.19",-13,8
"PF07002.19",-10,1
"PF07354.15",-1,2
"PF07443.16",-8,1
"PF07443.16",-7,1
"PF07521.15",-177,1
"PF07521.15",7,1
"PF07522.17",-38,1
"PF07522.17",-35,1
"PF07522.17",-5,1
"PF07562.17",1,2
"PF07562.17",3,1
"PF07653.20",-5,2
"PF07653.20",-4,1
"PF07654.18",-9,1
"PF07654.18",-1,9
"PF07679.19",-12,1
"PF07679.19",-5,1
"PF07679.19",-1,3
"PF07679.19",1,4
"PF07679.19",3,3
"PF07679.19",4,3
"PF07679.19",5,6
"PF07679.19",6,4
"PF07679.19",7,3
"PF07679.19",8,2
"PF07679.19",9,3
"PF07679.19",10,3
"PF07679.19",12,2
"PF07679.19",1751,1
"PF07686.20",-6,1
"PF07686.20",-1,6
"PF07686.20",1,4
"PF07686.20",4,1
"PF07686.20",5,1
"PF07686.20",7,2
"PF07686.20",8,3
"PF07686.20",9,1
"PF07686.20",10,1
"PF07686.20",12,1
"PF07686.20",14,3
"PF07686.20",21,2
"PF07699.16",-3,2
"PF07699.16",-1,1
"PF07700.18",12,1
"PF07700.18",18,1
"PF07714.20",-23,1
"PF07714.20",-11,1
"PF07714.20",-8,1
"PF07714.20",-1,1
"PF07728.17",5,1
"PF07728.17",10,1
"PF07728.17",17,1
"PF07731.17",-36,1
"PF07731.17",-8,1
"PF07732.18",-70,1
"PF07732.18",-68,1
"PF07732.18",-66,1
"PF07732.18",-65,1
"PF07732.18",-43,1
"PF07748.16",10,1
"PF07748.16",15,2
"PF07915.16",6,1
"PF07915.16",11,1
"PF07986.15",-10,2
"PF07986.15",-6,1
"PF07993.15",17,2
"PF07993.15",133,1
"PF08030.15",7,1
"PF08030.15",9,2
"PF08030.15",10,1
"PF08154.15",10,1
"PF08154.15",11,1
"PF08205.15",3,1
"PF08205.15",8,1
"PF08266.15",3,1
"PF08266.15",4,2
"PF08266.15",5,2
"PF08266.15",6,28
"PF08266.15",7,11
"PF08266.15",8,2
"PF08266.15",11,2
"PF08266.15",13,1
"PF08266.15",14,1
"PF08373.13",-1,2
"PF08434.14",11,3
"PF08441.15",4,1
"PF08441.15",7,2
"PF08441.15",8,1
"PF08441.15",9,1
"PF08441.15",10,3
"PF08441.15",12,2
"PF08441.15",14,1
"PF08441.15",16,2
"PF08441.15",20,2
"PF08441.15",29,1
"PF08441.15",31,2
"PF08441.15",33,1
"PF08441.15",34,1
"PF08441.15",35,1
"PF08441.15",36,1
"PF08441.15",37,1
"PF08441.15",51,1
"PF08441.15",58,1
"PF08441.15",63,1
"PF08441.15",65,1
"PF08441.15",69,1
"PF08441.15",83,1
"PF08441.15",86,1
"PF08445.13",10,1
"PF08445.13",15,1
"PF08445.13",19,2
"PF08448.13",-8,2
"PF08477.16",-1,1
"PF08477.16",23,1
"PF08487.13",23,1
"PF08487.13",24,1
"PF08487.13",25,2
"PF08487.13",27,1
"PF08487.13",49,2
"PF08487.13",54,1
"PF08487.13",55,1
"PF08487.13",442,1
"PF08487.13",457,2
"PF08840.14",-39,1
"PF08840.14",-38,5
"PF08953.14",11,2
"PF09240.13",-1,2
"PF09380.13",-1,2
"PF10138.12",-91,1
"PF10138.12",-85,1
"PF10162.12",281,1
"PF10162.12",368,1
"PF10320.12",-24,1
"PF10320.12",-23,1
"PF10320.12",-22,3
"PF10320.12",-21,4
"PF10320.12",-20,6
"PF10320.12",-19,2
"PF10320.12",1,1
"PF10433.12",173,1
"PF10433.12",345,1
"PF10557.12",4,2
"PF10568.12",-15,1
"PF10568.12",-14,1
"PF10613.12",-55,1
"PF10613.12",-53,2
"PF10613.12",-48,1
"PF10613.12",-47,1
"PF10613.12",-39,1
"PF10996.11",-10,1
"PF10996.11",-6,1
"PF10996.11",-5,2
"PF11759.11",1,1
"PF11759.11",11,1
"PF11759.11",21,1
"PF11979.11",12,1
"PF11979.11",13,1
"PF12146.11",-5,1
"PF12146.11",30,3
"PF12146.11",37,2
"PF12146.11",39,1
"PF12624.10",29,1
"PF12624.10",31,1
"PF12624.10",55,1
"PF12624.10",56,1
"PF12624.10",62,1
"PF12697.10",-80,1
"PF12697.10",29,1
"PF12697.10",44,1
"PF12698.10",-666,1
"PF12698.10",-115,1
"PF12698.10",-88,1
"PF12698.10",-46,1
"PF12698.10",-44,1
"PF12698.10",-16,1
"PF12698.10",-9,1
"PF12698.10",551,1
"PF12796.10",-3,1
"PF12796.10",116,1
"PF12799.10",6,1
"PF12799.10",8,1
"PF12799.10",9,1
"PF12799.10",12,1
"PF12799.10",16,2
"PF12799.10",19,1
"PF12851.10",-90,2
"PF12851.10",-89,1
"PF12872.10",1,3
"PF13091.9",-86,1
"PF13091.9",-16,1
"PF13175.9",663,1
"PF13175.9",892,1
"PF13229.9",-175,1
"PF13229.9",-163,1
"PF13229.9",-24,1
"PF13229.9",-21,1
"PF13229.9",1,1
"PF13229.9",8,1
"PF13229.9",37,1
"PF13229.9",51,1
"PF13229.9",100,1
"PF13229.9",107,1
"PF13245.9",-223,1
"PF13245.9",13,1
"PF13289.9",-110,1
"PF13289.9",14,1
"PF13306.9",-11,2
"PF13306.9",-7,1
"PF13306.9",-4,1
"PF13306.9",-3,1
"PF13306.9",1,1
"PF13306.9",5,2
"PF13306.9",18,1
"PF13306.9",19,2
"PF13306.9",20,1
"PF13306.9",21,1
"PF13306.9",607,1
"PF13409.9",-12,1
"PF13409.9",-11,1
"PF13409.9",-10,1
"PF13417.9",-12,1
"PF13417.9",-10,1
"PF13423.9",40,1
"PF13423.9",165,1
"PF13423.9",177,1
"PF13426.10",-6,4
"PF13426.10",-5,1
"PF13426.10",-3,3
"PF13426.10",3,1
"PF13450.9",-1,1
"PF13450.9",77,1
"PF13476.9",701,1
"PF13476.9",1030,1
"PF13489.9",22,1
"PF13489.9",30,1
"PF13508.10",19,7
"PF13519.9",16,1
"PF13519.9",31,1
"PF13519.9",34,1
"PF13538.9",-77,1
"PF13538.9",-71,1
"PF13538.9",-70,1
"PF13538.9",-45,1
"PF13538.9",-37,2
"PF13561.9",3,1
"PF13561.9",8,1
"PF13561.9",12,1
"PF13561.9",27,3
"PF13561.9",28,1
"PF13561.9",37,1
"PF13561.9",41,1
"PF13561.9",47,1
"PF13561.9",50,2
"PF13561.9",55,1
"PF13561.9",61,2
"PF13561.9",63,1
"PF13561.9",69,1
"PF13561.9",71,1
"PF13589.9",17,1
"PF13589.9",25,1
"PF13589.9",28,2
"PF13589.9",41,2
"PF13589.9",43,1
"PF13589.9",60,1
"PF13589.9",61,1
"PF13589.9",62,1
"PF13589.9",69,1
"PF13589.9",96,1
"PF13589.9",99,1
"PF13599.9",-16,1
"PF13599.9",-1,2
"PF13602.9",-36,1
"PF13602.9",1,1
"PF13641.9",-100,1
"PF13641.9",-69,1
"PF13641.9",-43,1
"PF13641.9",-12,1
"PF13641.9",26,1
"PF13673.10",8,1
"PF13673.10",9,1
"PF13673.10",10,2
"PF13673.10",11,5
"PF13673.10",13,1
"PF13673.10",16,1
"PF13673.10",18,1
"PF13673.10",21,1
"PF13673.10",23,1
"PF13673.10",26,1
"PF13691.9",16,1
"PF13691.9",27,1
"PF13695.9",-21,2
"PF13695.9",-20,2
"PF13704.9",-3,2
"PF13716.9",-9,1
"PF13716.9",-6,1
"PF13733.9",121,3
"PF13733.9",123,3
"PF13757.9",51,1
"PF13757.9",54,1
"PF13757.9",98,2
"PF13757.9",100,1
"PF13757.9",104,1
"PF13757.9",135,1
"PF13757.9",136,1
"PF13757.9",506,2
"PF13768.9",-1,1
"PF13768.9",5,2
"PF13768.9",12,1
"PF13793.9",-4,1
"PF13793.9",-3,1
"PF13793.9",3,1
"PF13848.9",-4,1
"PF13848.9",-1,2
"PF13853.9",-19,3
