"Domain","Distance.Domain.Motif","ocurrences"
"PF11051.11",7,3
"PF11051.11",8,1
"PF11051.11",50,1
"PF11051.11",57,1
"PF12697.10",-9,1
"PF12697.10",-1,1
"PF13191.9",52,1
"PF13191.9",213,1
"PF13323.9",302,2
"PF13439.9",-8,1
"PF13439.9",-6,1
"PF13522.9",-23,2
"PF13561.9",25,1
"PF13561.9",47,1
"PF13589.9",16,1
"PF13589.9",29,1
"PF13589.9",60,1
"PF13589.9",73,1
"PF13589.9",76,1
"PF13589.9",109,1
"PF13602.9",-88,1
"PF13602.9",-71,1
"PF13602.9",-41,1
"PF13602.9",-38,1
"PF13673.10",8,1
"PF13673.10",14,1
"PF13793.9",3,2
"PF13848.9",-6,1
"PF13848.9",-4,1
"PF16575.8",-1,2
"PF16575.8",14,1
"PF16796.8",74,1
"PF16796.8",117,1
"PF17900.4",1,1
"PF17900.4",3,1
"PF20399.1",77,1
"PF20399.1",81,1
