"Domain","Distance.Domain.Motif","ocurrences"
"PF00149.31",32,1
"PF00149.31",49,1
"PF00149.31",105,1
"PF00155.24",-58,1
"PF00155.24",32,1
"PF00161.22",-6,1
"PF00161.22",-4,6
"PF00168.33",6,6
"PF00168.33",9,1
"PF00168.33",10,4
"PF00168.33",11,10
"PF00168.33",12,3
"PF00168.33",13,6
"PF00168.33",14,3
"PF00168.33",15,2
"PF00168.33",16,2
"PF00168.33",17,14
"PF00168.33",18,2
"PF00168.33",20,2
"PF00168.33",22,2
"PF00168.33",26,3
"PF00168.33",33,2
"PF00168.33",34,1
"PF00168.33",56,1
"PF00168.33",60,1
"PF00171.25",-57,1
"PF00171.25",-1,8
"PF00171.25",70,1
"PF00171.25",90,1
"PF00173.31",-1,1
"PF00173.31",28,1
"PF00175.24",-115,1
"PF00175.24",-60,1
"PF00175.24",-1,18
"PF00175.24",3,1
"PF00175.24",11,1
"PF00175.24",15,1
"PF00175.24",27,2
"PF00175.24",29,1
"PF00175.24",30,3
"PF00175.24",31,1
"PF00176.26",140,1
"PF00176.26",154,1
"PF00176.26",165,1
"PF00176.26",167,1
"PF00176.26",180,1
"PF00176.26",193,1
"PF00176.26",204,1
"PF00176.26",226,1
"PF00176.26",228,1
"PF00176.26",262,1
"PF00176.26",286,1
"PF00176.26",433,1
"PF00182.22",1,5
"PF00201.21",-87,1
"PF00201.21",-71,1
"PF00201.21",-53,1
"PF00201.21",-10,4
"PF00201.21",4,1
"PF00225.26",-232,1
"PF00225.26",-59,1
"PF00225.26",-41,1
"PF00225.26",-39,2
"PF00225.26",-31,1
"PF00225.26",-30,1
"PF00225.26",-24,1
"PF00225.26",-22,1
"PF00225.26",-20,1
"PF00225.26",-19,1
"PF00225.26",-18,1
"PF00225.26",-4,1
"PF00225.26",-1,1
"PF00225.26",57,1
"PF00225.26",79,1
"PF00225.26",92,1
"PF00225.26",154,1
"PF00230.23",-7,2
"PF00240.26",-10,1
"PF00240.26",-1,2
"PF00254.31",-9,1
"PF00254.31",-6,1
"PF00262.21",52,1
"PF00262.21",61,1
"PF00262.21",86,1
"PF00262.21",101,1
"PF00270.32",-147,1
"PF00270.32",-60,1
"PF00270.32",-12,1
"PF00270.32",3,1
"PF00270.32",8,10
"PF00270.32",9,21
"PF00270.32",10,6
"PF00270.32",11,5
"PF00270.32",12,6
"PF00270.32",13,1
"PF00270.32",15,1
"PF00270.32",16,4
"PF00270.32",18,1
"PF00270.32",21,1
"PF00270.32",27,1
"PF00270.32",34,1
"PF00270.32",40,1
"PF00270.32",50,1
"PF00270.32",70,1
"PF00270.32",81,1
"PF00270.32",98,2
"PF00271.34",-38,1
"PF00271.34",-30,1
"PF00271.34",-5,1
"PF00271.34",-3,2
"PF00271.34",-1,2
"PF00271.34",1,50
"PF00271.34",3,17
"PF00271.34",4,9
"PF00271.34",5,22
"PF00271.34",6,3
"PF00271.34",7,3
"PF00271.34",10,1
"PF00271.34",13,1
"PF00271.34",69,1
"PF00276.23",1,3
"PF00282.22",-19,1
"PF00282.22",-14,1
"PF00291.28",-6,1
"PF00291.28",68,1
"PF00293.31",-26,1
"PF00293.31",-4,1
"PF00293.31",6,1
"PF00294.27",-102,1
"PF00294.27",-90,1
"PF00294.27",-66,1
"PF00294.27",-48,1
"PF00294.27",-44,1
"PF00294.27",-36,2
"PF00294.27",-34,2
"PF00294.27",-30,1
"PF00294.27",-27,1
"PF00294.27",-26,1
"PF00294.27",-17,2
"PF00294.27",-15,2
"PF00294.27",-9,1
"PF00294.27",-5,1
"PF00294.27",37,1
"PF00295.20",-188,1
"PF00295.20",-36,1
"PF00295.20",-28,1
"PF00295.20",-27,2
"PF00295.20",-26,2
"PF00295.20",1,9
"PF00295.20",3,4
"PF00295.20",5,2
"PF00295.20",10,2
"PF00295.20",12,2
"PF00295.20",13,2
"PF00295.20",14,1
"PF00295.20",18,1
"PF00295.20",31,1
"PF00300.25",-31,1
"PF00300.25",12,1
"PF00300.25",41,2
"PF00300.25",95,1
"PF00305.22",9,6
"PF00305.22",10,1
"PF00305.22",12,1
"PF00305.22",14,1
"PF00305.22",15,2
"PF00305.22",16,2
"PF00314.20",-1,26
"PF00314.20",24,1
"PF00314.20",33,1
"PF00314.20",190,1
"PF00324.24",-115,1
"PF00324.24",-29,1
"PF00326.24",-45,1
"PF00326.24",-27,1
"PF00326.24",-15,2
"PF00326.24",-13,1
"PF00326.24",-11,3
"PF00326.24",9,1
"PF00330.23",-175,1
"PF00330.23",1,2
"PF00334.22",-25,1
"PF00334.22",-20,1
"PF00350.26",30,3
"PF00350.26",31,1
"PF00350.26",32,2
"PF00350.26",34,1
"PF00378.23",-35,1
"PF00378.23",-11,1
"PF00383.26",30,2
"PF00383.26",38,1
"PF00389.33",-30,1
"PF00389.33",-10,1
"PF00389.33",-9,1
"PF00389.33",-7,1
"PF00391.26",-21,2
"PF00391.26",-20,1
"PF00394.25",-27,1
"PF00394.25",-10,1
"PF00394.25",12,1
"PF00394.25",13,1
"PF00394.25",14,1
"PF00394.25",141,1
"PF00406.25",-68,1
"PF00406.25",-1,3
"PF00406.25",1,5
"PF00443.32",16,2
"PF00445.21",11,1
"PF00445.21",13,1
"PF00450.25",46,1
"PF00450.25",49,1
"PF00479.25",-147,1
"PF00479.25",-139,1
"PF00479.25",-1,4
"PF00481.24",-25,1
"PF00481.24",-24,1
"PF00481.24",-20,1
"PF00481.24",-9,1
"PF00481.24",-8,1
"PF00481.24",1,8
"PF00481.24",5,1
"PF00481.24",32,1
"PF00481.24",33,1
"PF00481.24",42,1
"PF00481.24",51,1
"PF00481.24",75,1
"PF00483.26",-3,1
"PF00483.26",39,1
"PF00483.26",64,1
"PF00483.26",66,1
"PF00483.26",100,1
"PF00485.21",-7,1
"PF00485.21",7,1
"PF00485.21",9,1
"PF00485.21",74,1
"PF00488.24",-41,1
"PF00488.24",-27,1
"PF00488.24",-1,2
"PF00493.26",-382,1
"PF00493.26",-322,1
"PF00493.26",-26,1
"PF00493.26",-7,1
"PF00493.26",54,1
"PF00493.26",94,1
"PF00497.23",-24,1
"PF00497.23",-14,1
"PF00497.23",-1,1
"PF00498.29",-39,2
"PF00498.29",-7,1
"PF00498.29",-1,1
"PF00501.31",-5,1
"PF00501.31",-1,1
"PF00534.23",-71,1
"PF00534.23",-70,1
"PF00534.23",-50,1
"PF00534.23",-30,1
"PF00534.23",-28,1
"PF00534.23",7,3
"PF00534.23",15,1
"PF00538.22",1,6
"PF00544.22",-3,1
"PF00544.22",4,1
"PF00544.22",26,2
"PF00544.22",27,1
"PF00544.22",28,2
"PF00544.22",29,2
"PF00544.22",32,1
"PF00544.22",34,1
"PF00549.22",-1,4
"PF00549.22",28,1
"PF00561.23",-226,1
"PF00561.23",-82,1
"PF00561.23",-56,1
"PF00561.23",-18,1
"PF00561.23",-17,2
"PF00561.23",-15,1
"PF00561.23",-14,1
"PF00561.23",-10,1
"PF00561.23",-8,2
"PF00561.23",19,1
"PF00561.23",32,3
"PF00561.23",49,1
"PF00561.23",84,1
"PF00561.23",134,1
"PF00564.27",-11,7
"PF00564.27",-10,2
"PF00564.27",-8,2
"PF00564.27",-7,1
"PF00564.27",15,1
"PF00575.26",1,2
"PF00582.29",-14,1
"PF00582.29",3,1
"PF00582.29",16,1
"PF00583.28",44,1
"PF00583.28",50,1
"PF00587.28",-24,2
"PF00587.28",55,1
"PF00588.22",-44,1
"PF00588.22",-17,1
"PF00614.25",-132,1
"PF00614.25",-125,1
"PF00614.25",-102,1
"PF00614.25",-100,1
"PF00614.25",-97,1
"PF00614.25",-96,3
"PF00614.25",-78,2
"PF00626.25",-5,3
"PF00626.25",-1,2
"PF00626.25",5,1
"PF00626.25",6,1
"PF00635.29",9,1
"PF00635.29",10,3
"PF00635.29",11,1
"PF00635.29",19,2
"PF00635.29",37,1
"PF00635.29",55,1
"PF00635.29",91,1
"PF00650.23",-3,1
"PF00650.23",4,1
"PF00650.23",26,1
"PF00651.34",-122,1
"PF00651.34",-105,1
"PF00651.34",95,1
"PF00657.25",-104,1
"PF00657.25",-38,1
"PF00657.25",-14,1
"PF00657.25",1,1
"PF00686.22",1,2
"PF00686.22",4,1
"PF00694.22",-54,1
"PF00694.22",-20,1
"PF00694.22",-19,5
"PF00696.31",-8,1
"PF00696.31",8,8
"PF00696.31",17,3
"PF00696.31",106,1
"PF00696.31",125,1
"PF00702.29",-308,1
"PF00702.29",-261,1
"PF00702.29",-197,2
"PF00702.29",-18,1
"PF00702.29",63,1
"PF00702.29",322,1
"PF00704.31",-37,1
"PF00704.31",-32,1
"PF00704.31",-31,1
"PF00704.31",-29,1
"PF00704.31",-28,1
"PF00704.31",18,1
"PF00704.31",23,1
"PF00704.31",24,1
"PF00704.31",31,1
"PF00704.31",33,1
"PF00722.24",1,1
"PF00722.24",4,11
"PF00722.24",5,14
"PF00722.24",11,1
"PF00722.24",15,1
"PF00722.24",143,1
"PF00722.24",245,1
"PF00743.22",-5,3
"PF00743.22",14,1
"PF00743.22",21,1
"PF00743.22",25,4
"PF00743.22",29,1
"PF00743.22",33,2
"PF00743.22",84,1
"PF00743.22",100,1
"PF00743.22",173,1
"PF00743.22",185,1
"PF00781.27",217,1
"PF00781.27",261,1
"PF00781.27",266,1
"PF00782.23",-79,1
"PF00782.23",-57,1
"PF00782.23",-20,1
"PF00782.23",-13,2
"PF00782.23",-11,1
"PF00782.23",-9,1
"PF00782.23",-8,1
"PF00782.23",-7,1
"PF00782.23",-1,1
"PF00795.25",-15,1
"PF00795.25",17,1
"PF00805.25",-25,1
"PF00805.25",-16,1
"PF00805.25",-8,1
"PF00805.25",-1,1
"PF00805.25",1,1
"PF00805.25",9,2
"PF00817.23",-44,2
"PF00817.23",-10,1
"PF00817.23",-9,1
"PF00817.23",-3,1
"PF00817.23",-1,1
"PF00817.23",6,8
"PF00817.23",28,1
"PF00817.23",92,1
"PF00850.22",-30,1
"PF00850.22",-18,1
"PF00850.22",26,1
"PF00854.24",-15,1
"PF00854.24",-14,1
"PF00854.24",-13,2
"PF00856.31",-18,1
"PF00856.31",-1,1
"PF00862.22",-76,2
"PF00862.22",-33,1
"PF00862.22",-32,1
"PF00890.27",-1,3
"PF00890.27",264,1
"PF00891.21",13,7
"PF00891.21",14,2
"PF00928.24",-38,1
"PF00928.24",7,1
"PF00928.24",10,2
"PF00928.24",16,2
"PF00928.24",19,1
"PF00928.24",23,1
"PF00931.25",-70,2
"PF00931.25",-32,1
"PF00931.25",-18,1
"PF00931.25",-9,1
"PF00931.25",10,1
"PF00931.25",12,1
"PF00931.25",17,1
"PF00931.25",30,1
"PF00931.25",31,1
"PF00931.25",82,1
"PF00931.25",763,1
"PF00954.23",4,1
"PF00954.23",78,1
"PF00954.23",91,1
"PF00989.28",-8,1
"PF00989.28",-7,2
"PF00995.26",-35,1
"PF00995.26",29,1
"PF01012.24",-20,2
"PF01048.23",-64,1
"PF01048.23",-23,1
"PF01063.22",-45,1
"PF01063.22",-27,1
"PF01073.22",-13,1
"PF01073.22",-7,1
"PF01073.22",-1,1
"PF01073.22",1,1
"PF01073.22",6,1
"PF01073.22",9,1
"PF01073.22",11,1
"PF01073.22",12,1
"PF01073.22",19,1
"PF01073.22",24,1
"PF01073.22",64,1
"PF01088.24",9,3
"PF01088.24",11,1
"PF01088.24",12,2
"PF01094.31",-13,3
"PF01094.31",-12,1
"PF01094.31",-10,1
"PF01095.22",-50,1
"PF01095.22",-7,2
"PF01095.22",-6,1
"PF01095.22",-3,1
"PF01095.22",-1,6
"PF01095.22",1,1
"PF01095.22",7,1
"PF01095.22",8,1
"PF01095.22",17,1
"PF01118.27",1,1
"PF01118.27",6,1
"PF01120.20",-21,1
"PF01120.20",-20,2
"PF01142.21",-161,1
"PF01142.21",-152,1
"PF01156.22",-1,1
"PF01156.22",69,1
"PF01189.20",-17,1
"PF01189.20",52,1
"PF01190.20",-1,1
"PF01190.20",20,1
"PF01190.20",22,1
"PF01190.20",24,2
"PF01190.20",25,1
"PF01190.20",26,1
"PF01190.20",28,1
"PF01190.20",29,1
"PF01190.20",34,2
"PF01198.22",1,3
"PF01202.25",-16,1
"PF01202.25",-6,1
"PF01209.21",-3,1
"PF01209.21",1,1
"PF01210.26",17,1
"PF01210.26",18,1
"PF01253.25",3,2
"PF01253.25",5,1
"PF01253.25",8,1
"PF01266.27",-26,1
"PF01266.27",46,1
"PF01266.27",205,1
"PF01266.27",264,1
"PF01269.20",-76,1
"PF01269.20",-22,1
"PF01293.23",-39,2
"PF01293.23",5,2
"PF01301.22",-76,1
"PF01301.22",-8,1
"PF01301.22",-1,1
"PF01343.21",-21,1
"PF01343.21",-20,1
"PF01344.28",-1,1
"PF01344.28",1,3
"PF01357.24",15,3
"PF01370.24",-45,2
"PF01370.24",-44,1
"PF01370.24",-12,1
"PF01370.24",-6,1
"PF01370.24",-3,1
"PF01370.24",-1,1
"PF01370.24",1,9
"PF01370.24",3,3
"PF01370.24",4,1
"PF01370.24",6,1
"PF01370.24",44,1
"PF01370.24",71,1
"PF01370.24",86,2
"PF01370.24",88,1
"PF01398.24",61,1
"PF01398.24",64,1
"PF01398.24",65,2
"PF01416.23",-186,1
"PF01416.23",-134,1
"PF01416.23",-77,1
"PF01416.23",-31,1
"PF01416.23",-30,1
"PF01416.23",-14,1
"PF01419.20",-1,2
"PF01426.21",183,1
"PF01426.21",365,1
"PF01433.23",-14,1
"PF01433.23",-11,3
"PF01458.20",-39,1
"PF01458.20",-30,1
"PF01458.20",-28,1
"PF01458.20",-13,1
"PF01459.25",1,12
"PF01459.25",8,2
"PF01477.26",-69,3
"PF01477.26",-54,1
"PF01477.26",-50,2
"PF01477.26",-48,1
"PF01477.26",-33,1
"PF01477.26",-32,3
"PF01477.26",-22,2
"PF01477.26",-18,1
"PF01477.26",-1,3
"PF01488.23",6,1
"PF01488.23",20,1
"PF01496.22",-10,3
"PF01501.23",-58,1
"PF01501.23",-1,3
"PF01504.21",-33,1
"PF01504.21",-25,3
"PF01504.21",3,6
"PF01504.21",13,1
"PF01504.21",20,1
"PF01504.21",200,1
"PF01536.19",-15,2
"PF01546.31",-12,1
"PF01546.31",-4,1
"PF01553.24",-67,1
"PF01553.24",-59,1
"PF01553.24",-36,1
"PF01553.24",20,1
"PF01556.21",-99,1
"PF01556.21",-1,3
"PF01564.20",-81,1
"PF01564.20",12,1
"PF01565.26",19,2
"PF01565.26",21,12
"PF01565.26",22,1
"PF01565.26",25,2
"PF01565.26",26,11
"PF01565.26",28,1
"PF01565.26",35,3
"PF01575.22",1,1
"PF01575.22",3,1
"PF01575.22",4,1
"PF01575.22",16,1
"PF01582.23",6,1
"PF01582.23",19,1
"PF01582.23",25,1
"PF01593.27",-610,1
"PF01593.27",-171,1
"PF01593.27",-5,1
"PF01593.27",41,1
"PF01593.27",113,1
"PF01593.27",163,1
"PF01612.23",-47,1
"PF01612.23",-25,1
"PF01612.23",-18,1
"PF01612.23",-10,1
"PF01612.23",-9,1
"PF01612.23",-8,1
"PF01612.23",-4,1
"PF01612.23",-1,1
"PF01657.20",-15,1
"PF01657.20",-11,1
"PF01657.20",-3,1
"PF01657.20",1,1
"PF01663.25",-135,1
"PF01663.25",-18,1
"PF01663.25",7,1
"PF01663.25",10,1
"PF01663.25",16,1
"PF01694.25",-3,1
"PF01694.25",-1,1
"PF01704.21",-19,1
"PF01704.21",1,4
"PF01715.20",-106,1
"PF01715.20",-29,1
"PF01715.20",9,1
"PF01715.20",14,1
"PF01734.25",-3,1
"PF01734.25",-1,1
"PF01734.25",30,2
"PF01738.21",-64,1
"PF01738.21",-40,1
"PF01762.24",-59,1
"PF01762.24",-12,2
"PF01762.24",-11,1
"PF01762.24",-10,1
"PF01762.24",-8,9
"PF01762.24",-7,7
"PF01762.24",1,1
"PF01762.24",4,2
"PF01762.24",5,1
"PF01762.24",6,1
"PF01762.24",17,1
"PF01764.28",-70,1
"PF01764.28",-69,1
"PF01764.28",-56,1
"PF01764.28",-16,1
"PF01764.28",-15,1
"PF01764.28",-1,10
"PF01764.28",5,1
"PF01764.28",6,3
"PF01764.28",7,1
"PF01764.28",8,2
"PF01764.28",11,1
"PF01764.28",12,2
"PF01764.28",13,1
"PF01764.28",14,2
"PF01764.28",15,2
"PF01764.28",33,1
"PF01764.28",40,2
"PF01764.28",62,1
"PF01764.28",75,1
"PF01764.28",89,1
"PF01764.28",97,1
"PF01764.28",151,1
"PF01764.28",160,1
"PF01764.28",164,1
"PF01764.28",185,1
"PF01764.28",189,1
"PF01764.28",235,2
"PF01866.20",-1,2
"PF01909.26",16,3
"PF01909.26",19,1
"PF01909.26",119,1
"PF01916.20",1,1
"PF01916.20",51,1
"PF01918.24",20,1
"PF01918.24",23,1
"PF01918.24",24,2
"PF01918.24",26,1
"PF01918.24",27,1
"PF01926.26",-102,1
"PF01926.26",21,1
"PF01926.26",22,1
"PF01926.26",26,2
"PF01926.26",32,1
"PF01926.26",81,1
"PF01926.26",111,1
"PF01975.20",101,1
"PF01975.20",102,1
"PF01979.23",10,1
"PF01979.23",125,1
"PF02018.20",4,3
"PF02018.20",5,1
"PF02018.20",7,1
"PF02141.24",1,1
"PF02141.24",165,1
"PF02142.25",-9,1
"PF02142.25",-8,2
"PF02146.20",-34,1
"PF02146.20",-1,1
"PF02146.20",13,1
"PF02171.20",-82,1
"PF02171.20",-62,1
"PF02171.20",-59,1
"PF02171.20",-36,1
"PF02171.20",-11,1
"PF02171.20",-3,1
"PF02171.20",-1,1
"PF02171.20",5,1
"PF02171.20",8,1
"PF02171.20",9,1
"PF02171.20",74,1
"PF02223.20",-34,1
"PF02223.20",-1,1
"PF02223.20",20,1
"PF02263.22",-7,1
"PF02263.22",-6,2
"PF02263.22",-5,1
"PF02263.22",-4,2
"PF02263.22",15,1
"PF02298.20",-19,2
"PF02298.20",-17,1
"PF02298.20",-16,1
"PF02298.20",-14,1
"PF02298.20",-13,2
"PF02298.20",-12,6
"PF02298.20",-11,4
"PF02298.20",-10,5
"PF02298.20",-9,5
"PF02298.20",-8,3
"PF02298.20",-7,23
"PF02298.20",-6,1
"PF02298.20",-3,1
"PF02298.20",5,2
"PF02301.21",1,2
"PF02301.21",389,1
"PF02338.22",5,2
"PF02338.22",10,1
"PF02338.22",16,1
"PF02353.23",1,3
"PF02353.23",21,1
"PF02353.23",29,1
"PF02353.23",31,1
"PF02353.23",36,1
"PF02358.19",-99,1
"PF02358.19",-84,1
"PF02358.19",-60,1
"PF02358.19",-22,2
"PF02358.19",-1,10
"PF02362.24",1,2
"PF02362.24",4,1
"PF02362.24",15,1
"PF02362.24",49,1
"PF02364.18",-552,1
"PF02364.18",-63,1
"PF02364.18",74,1
"PF02364.18",79,1
"PF02364.18",184,1
"PF02364.18",188,1
"PF02365.18",-15,1
"PF02365.18",9,2
"PF02365.18",11,14
"PF02365.18",12,24
"PF02365.18",13,4
"PF02365.18",14,8
"PF02365.18",15,11
"PF02365.18",16,6
"PF02365.18",17,13
"PF02365.18",18,10
"PF02365.18",19,6
"PF02365.18",20,5
"PF02365.18",21,8
"PF02365.18",22,2
"PF02365.18",23,3
"PF02365.18",24,6
"PF02365.18",25,1
"PF02365.18",26,1
"PF02365.18",27,1
"PF02365.18",29,4
"PF02365.18",30,1
"PF02365.18",31,3
"PF02365.18",32,3
"PF02365.18",34,2
"PF02365.18",36,1
"PF02365.18",37,1
"PF02365.18",38,1
"PF02365.18",39,1
"PF02365.18",40,1
"PF02365.18",42,1
"PF02365.18",43,1
"PF02365.18",47,1
"PF02365.18",51,1
"PF02365.18",57,1
"PF02365.18",67,1
"PF02365.18",138,1
"PF02373.25",-187,1
"PF02373.25",-178,1
"PF02373.25",-126,1
"PF02373.25",-87,1
"PF02373.25",-49,1
"PF02373.25",-45,1
"PF02373.25",-9,1
"PF02373.25",22,1
"PF02373.25",35,1
"PF02434.19",-90,1
"PF02434.19",-85,1
"PF02445.19",1,1
"PF02445.19",9,1
"PF02450.18",-62,2
"PF02450.18",-36,1
"PF02450.18",-33,1
"PF02450.18",-32,1
"PF02450.18",-31,2
"PF02450.18",-27,1
"PF02450.18",-21,2
"PF02450.18",31,1
"PF02450.18",56,1
"PF02450.18",75,1
"PF02458.18",-55,1
"PF02458.18",-34,1
"PF02458.18",-32,1
"PF02458.18",-24,1
"PF02458.18",-22,1
"PF02458.18",-14,1
"PF02458.18",-4,1
"PF02458.18",-1,1
"PF02458.18",1,1
"PF02458.18",6,3
"PF02458.18",10,1
"PF02458.18",11,2
"PF02458.18",28,1
"PF02458.18",31,1
"PF02458.18",190,1
"PF02485.24",6,1
"PF02485.24",11,2
"PF02485.24",12,1
"PF02485.24",13,1
"PF02485.24",16,1
"PF02485.24",18,2
"PF02485.24",19,5
"PF02485.24",20,3
"PF02485.24",23,3
"PF02485.24",25,1
"PF02485.24",28,1
"PF02485.24",34,9
"PF02493.23",-11,3
"PF02518.29",-12,3
"PF02518.29",-11,2
"PF02518.29",-10,3
"PF02518.29",-9,5
"PF02518.29",1,3
"PF02518.29",27,1
"PF02518.29",30,2
"PF02525.20",-25,1
"PF02525.20",-7,1
"PF02582.17",-50,1
"PF02582.17",-31,1
"PF02585.20",10,1
"PF02585.20",11,1
"PF02622.18",-9,1
"PF02622.18",-8,1
"PF02670.19",-31,1
"PF02670.19",-27,1
"PF02705.19",92,1
"PF02705.19",106,1
"PF02705.19",114,1
"PF02705.19",122,1
"PF02705.19",141,1
"PF02719.18",-12,1
"PF02719.18",-6,1
"PF02769.25",-6,2
"PF02770.22",3,1
"PF02770.22",35,1
"PF02775.24",-25,1
"PF02775.24",-24,5
"PF02775.24",-1,1
"PF02789.20",-19,1
"PF02789.20",-15,1
"PF02789.20",-1,1
"PF02798.23",-13,1
"PF02798.23",-12,2
"PF02798.23",-3,1
"PF02799.18",-6,2
