"Domain","Distance.Domain.Motif","ocurrences"
"PF00479.25",-1,6
"PF00481.24",-17,1
"PF00481.24",-8,1
"PF00481.24",-3,1
"PF00481.24",1,8
"PF00481.24",3,1
"PF00481.24",9,1
"PF00481.24",30,1
"PF00481.24",52,1
"PF00481.24",62,1
"PF00481.24",85,1
"PF00483.26",29,1
"PF00483.26",38,1
"PF00483.26",51,1
"PF00483.26",63,1
"PF00483.26",68,1
"PF00483.26",87,1
"PF00483.26",91,1
"PF00483.26",104,1
"PF00483.26",154,1
"PF00488.24",-37,1
"PF00488.24",-1,1
"PF00497.23",-25,1
"PF00497.23",-24,1
"PF00497.23",-19,1
"PF00497.23",-13,1
"PF00497.23",-12,1
"PF00501.31",-30,1
"PF00501.31",-10,1
"PF00534.23",-48,1
"PF00534.23",-26,1
"PF00534.23",6,1
"PF00538.22",1,6
"PF00544.22",-12,1
"PF00544.22",-1,2
"PF00544.22",9,1
"PF00544.22",16,1
"PF00544.22",25,3
"PF00544.22",26,4
"PF00544.22",27,2
"PF00544.22",28,3
"PF00544.22",29,6
"PF00544.22",30,4
"PF00549.22",-1,3
"PF00561.23",-228,1
"PF00561.23",-35,1
"PF00561.23",-18,1
"PF00561.23",-13,1
"PF00561.23",-10,1
"PF00561.23",20,1
"PF00561.23",32,3
"PF00561.23",38,1
"PF00561.23",54,1
"PF00561.23",61,2
"PF00561.23",128,1
"PF00564.27",-11,3
"PF00564.27",-8,6
"PF00564.27",-7,8
"PF00582.29",-12,2
"PF00582.29",1,3
"PF00582.29",3,1
"PF00582.29",4,1
"PF00582.29",18,1
"PF00590.23",12,1
"PF00590.23",13,1
"PF00614.25",-296,1
"PF00614.25",-109,1
"PF00614.25",-96,4
"PF00614.25",-78,1
"PF00626.25",-3,1
"PF00626.25",17,1
"PF00626.25",20,1
"PF00635.29",4,2
"PF00635.29",5,1
"PF00635.29",8,2
"PF00635.29",9,1
"PF00651.34",-96,1
"PF00651.34",-95,1
"PF00651.34",-93,1
"PF00651.34",-35,1
"PF00685.30",-1,1
"PF00685.30",33,1
"PF00694.22",-53,2
"PF00694.22",-51,1
"PF00694.22",-19,3
"PF00696.31",8,3
"PF00696.31",17,3
"PF00696.31",24,1
"PF00696.31",31,1
"PF00696.31",55,1
"PF00696.31",105,1
"PF00696.31",109,1
"PF00702.29",-235,1
"PF00702.29",-226,1
"PF00702.29",8,1
"PF00702.29",22,1
"PF00702.29",69,1
"PF00702.29",92,1
"PF00722.24",1,2
"PF00722.24",3,1
"PF00722.24",4,8
"PF00722.24",5,14
"PF00722.24",7,1
"PF00732.22",-3,1
"PF00732.22",-1,2
"PF00743.22",22,1
"PF00743.22",28,1
"PF00743.22",30,1
"PF00743.22",33,1
"PF00777.21",14,1
"PF00777.21",15,1
"PF00777.21",42,1
"PF00777.21",48,1
"PF00781.27",77,1
"PF00781.27",225,1
"PF00781.27",251,1
"PF00781.27",253,2
"PF00782.23",-83,1
"PF00782.23",-25,1
"PF00782.23",-19,1
"PF00782.23",-11,1
"PF00782.23",-8,1
"PF00782.23",-7,1
"PF00782.23",-1,1
"PF00795.25",-15,1
"PF00795.25",-1,1
"PF00795.25",17,1
"PF00805.25",-9,1
"PF00805.25",-1,1
"PF00805.25",1,1
"PF00805.25",9,1
"PF00849.25",28,1
"PF00849.25",53,1
"PF00849.25",57,1
"PF00850.22",-14,2
"PF00850.22",-13,1
"PF00854.24",-16,1
"PF00854.24",-14,5
"PF00854.24",-13,3
"PF00875.21",-10,1
"PF00875.21",4,1
"PF00890.27",-1,2
"PF00890.27",23,1
"PF00890.27",68,1
"PF00891.21",13,3
"PF00891.21",14,4
"PF00917.29",1,3
"PF00917.29",3,1
"PF00917.29",6,1
"PF00928.24",1,1
"PF00928.24",14,1
"PF00928.24",24,1
"PF00929.27",-13,2
"PF00931.25",6,1
"PF00931.25",34,1
"PF00982.24",-31,1
"PF00982.24",-27,1
"PF00989.28",-8,2
"PF00989.28",-7,2
"PF01073.22",-9,1
"PF01073.22",-7,1
"PF01073.22",7,1
"PF01073.22",8,2
"PF01073.22",9,3
"PF01073.22",44,1
"PF01073.22",51,1
"PF01078.24",-82,2
"PF01088.24",9,1
"PF01088.24",10,1
"PF01088.24",11,1
"PF01094.31",-14,2
"PF01094.31",-13,3
"PF01094.31",-12,4
"PF01094.31",-11,1
"PF01094.31",-10,2
"PF01095.22",-1,5
"PF01118.27",1,1
"PF01118.27",7,1
"PF01190.20",18,1
"PF01190.20",20,1
"PF01190.20",21,2
"PF01190.20",22,3
"PF01190.20",23,4
"PF01190.20",24,1
"PF01190.20",25,1
"PF01198.22",1,3
"PF01202.25",-5,2
"PF01209.21",1,1
"PF01209.21",16,1
"PF01210.26",18,1
"PF01210.26",19,2
"PF01237.21",64,2
"PF01253.25",3,1
"PF01253.25",5,1
"PF01253.25",6,3
"PF01253.25",8,1
"PF01255.22",-53,1
"PF01255.22",-1,4
"PF01266.27",73,1
"PF01266.27",92,1
"PF01343.21",-22,1
"PF01343.21",-20,1
"PF01344.28",1,1
"PF01344.28",3,1
"PF01370.24",-8,1
"PF01370.24",-6,1
"PF01370.24",-3,1
"PF01370.24",1,2
"PF01370.24",3,2
"PF01370.24",4,1
"PF01370.24",26,1
"PF01370.24",41,1
"PF01398.24",56,1
"PF01398.24",61,1
"PF01398.24",65,3
"PF01416.23",-163,1
"PF01416.23",-135,1
"PF01416.23",-30,1
"PF01416.23",-15,1
"PF01416.23",-1,1
"PF01433.23",-25,1
"PF01433.23",-14,1
"PF01433.23",-11,1
"PF01459.25",1,6
"PF01459.25",141,1
"PF01467.29",-1,2
"PF01467.29",21,1
"PF01477.26",-55,1
"PF01477.26",-46,1
"PF01477.26",-43,1
"PF01477.26",-38,1
"PF01477.26",-32,1
"PF01477.26",-23,1
"PF01477.26",-13,1
"PF01477.26",-11,1
"PF01494.22",71,1
"PF01494.22",93,1
"PF01496.22",-10,3
"PF01501.23",-1,3
"PF01504.21",-25,1
"PF01504.21",1,1
"PF01504.21",3,1
"PF01553.24",-35,1
"PF01553.24",20,1
"PF01553.24",21,1
"PF01556.21",-1,5
"PF01565.26",21,6
"PF01565.26",22,1
"PF01565.26",25,6
"PF01565.26",26,20
"PF01565.26",27,1
"PF01565.26",28,2
"PF01565.26",29,1
"PF01565.26",35,1
"PF01565.26",37,3
"PF01565.26",38,1
"PF01582.23",-41,1
"PF01582.23",-28,1
"PF01582.23",-13,1
"PF01582.23",-12,1
"PF01582.23",3,1
"PF01582.23",6,2
"PF01593.27",117,2
"PF01593.27",163,1
"PF01612.23",-25,1
"PF01612.23",-18,1
"PF01612.23",-10,1
"PF01612.23",-1,1
"PF01663.25",-133,1
"PF01663.25",-18,1
"PF01663.25",6,2
"PF01663.25",8,1
"PF01663.25",15,1
"PF01663.25",62,1
"PF01704.21",-50,1
"PF01704.21",1,2
"PF01704.21",13,1
"PF01704.21",17,1
"PF01715.20",-29,1
"PF01715.20",13,1
"PF01762.24",-10,1
"PF01762.24",-8,4
"PF01762.24",-7,8
"PF01762.24",5,1
"PF01762.24",16,1
"PF01764.28",-57,1
"PF01764.28",-41,1
"PF01764.28",-30,1
"PF01764.28",-27,1
"PF01764.28",-16,1
"PF01764.28",-1,2
"PF01764.28",4,2
"PF01764.28",6,2
"PF01764.28",7,1
"PF01764.28",9,1
"PF01764.28",11,2
"PF01764.28",13,1
"PF01764.28",15,1
"PF01764.28",36,1
"PF01764.28",38,2
"PF01764.28",39,2
"PF01764.28",76,1
"PF01764.28",77,1
"PF01764.28",91,1
"PF01764.28",127,1
"PF01764.28",233,1
"PF01764.28",264,1
"PF01842.28",1,1
"PF01842.28",200,1
"PF01842.28",208,1
"PF01866.20",-1,2
"PF01918.24",15,1
"PF01918.24",23,2
"PF01926.26",22,1
"PF01926.26",26,1
"PF01926.26",31,1
"PF01926.26",35,1
"PF01926.26",91,1
"PF01926.26",94,1
"PF01936.21",3,1
"PF01936.21",39,1
"PF01936.21",43,1
"PF01965.27",-11,2
"PF01979.23",10,1
"PF01979.23",12,1
"PF01979.23",39,1
"PF02002.20",18,1
"PF02002.20",22,1
"PF02018.20",1,3
"PF02018.20",3,2
"PF02018.20",4,3
"PF02018.20",5,2
"PF02018.20",14,1
"PF02142.25",-8,2
"PF02146.20",-34,1
"PF02146.20",-1,1
"PF02146.20",13,1
"PF02146.20",16,1
"PF02171.20",-72,1
"PF02171.20",-68,1
"PF02171.20",-64,1
"PF02225.25",-1,3
"PF02225.25",51,1
"PF02230.19",-12,1
"PF02230.19",16,1
"PF02263.22",-6,1
"PF02263.22",-4,1
"PF02298.20",-17,1
"PF02298.20",-14,2
"PF02298.20",-13,1
"PF02298.20",-12,2
"PF02298.20",-10,1
"PF02298.20",-9,1
"PF02298.20",-8,8
"PF02298.20",-7,21
"PF02298.20",-1,3
"PF02301.21",1,3
"PF02338.22",9,1
"PF02338.22",15,1
"PF02338.22",17,1
"PF02353.23",1,4
"PF02353.23",4,1
"PF02353.23",18,3
"PF02353.23",20,1
"PF02358.19",-21,1
"PF02358.19",-13,2
"PF02358.19",-9,1
"PF02358.19",-1,10
"PF02358.19",7,1
"PF02358.19",14,1
"PF02362.24",1,3
"PF02362.24",8,1
"PF02365.18",6,1
"PF02365.18",7,2
"PF02365.18",8,2
"PF02365.18",9,3
"PF02365.18",10,4
"PF02365.18",11,7
"PF02365.18",12,9
"PF02365.18",13,6
"PF02365.18",14,5
"PF02365.18",15,7
"PF02365.18",16,4
"PF02365.18",17,12
"PF02365.18",18,15
"PF02365.18",19,10
"PF02365.18",20,3
"PF02365.18",21,2
"PF02365.18",22,2
"PF02365.18",23,1
"PF02365.18",24,1
"PF02365.18",25,1
"PF02365.18",27,1
"PF02365.18",28,1
"PF02365.18",29,3
"PF02365.18",30,2
"PF02365.18",36,1
"PF02365.18",40,2
"PF02365.18",67,1
"PF02373.25",-129,1
"PF02373.25",-100,1
"PF02373.25",-89,1
"PF02373.25",-58,1
"PF02373.25",-57,1
"PF02390.20",1,2
"PF02434.19",-82,2
"PF02434.19",-75,1
"PF02434.19",-69,1
"PF02434.19",-49,1
"PF02450.18",-62,1
"PF02450.18",-38,2
"PF02450.18",-27,1
"PF02450.18",-21,2
"PF02450.18",27,1
"PF02458.18",-11,1
"PF02458.18",9,1
"PF02463.22",1,1
"PF02463.22",6,1
"PF02463.22",24,1
"PF02475.19",-21,1
"PF02475.19",8,1
"PF02475.19",55,1
"PF02485.24",7,1
"PF02485.24",11,1
"PF02485.24",18,1
"PF02485.24",19,6
"PF02485.24",20,2
"PF02485.24",21,1
"PF02485.24",23,1
"PF02485.24",28,3
"PF02485.24",29,1
"PF02485.24",34,2
"PF02485.24",35,2
"PF02493.23",-11,3
"PF02518.29",-14,1
"PF02518.29",-12,1
"PF02518.29",-11,2
"PF02518.29",-10,3
"PF02518.29",1,2
"PF02518.29",7,1
"PF02518.29",25,1
"PF02518.29",27,2
"PF02518.29",30,1
"PF02518.29",58,1
"PF02518.29",103,1
"PF02582.17",-54,1
"PF02582.17",-50,1
"PF02585.20",9,2
"PF02622.18",-10,1
"PF02622.18",-8,1
"PF02666.18",11,1
"PF02666.18",13,1
"PF02705.19",50,1
"PF02705.19",106,1
"PF02719.18",-8,1
"PF02719.18",-6,1
"PF02770.22",1,1
"PF02770.22",3,1
"PF02775.24",-25,1
"PF02775.24",-24,3
"PF02775.24",-3,1
"PF02775.24",9,1
"PF02789.20",-1,3
"PF02798.23",-14,1
"PF02798.23",-13,1
"PF02798.23",-12,1
"PF02799.18",-6,2
"PF02878.19",23,1
"PF02878.19",26,1
"PF02878.19",37,1
"PF02933.20",-11,3
"PF02990.19",-9,1
"PF02990.19",-7,5
"PF02990.19",-6,5
"PF02990.19",18,3
"PF02990.19",19,1
"PF03009.20",-3,1
"PF03009.20",-1,2
"PF03018.17",-85,2
"PF03061.25",1,2
"PF03061.25",4,1
"PF03061.25",7,1
"PF03061.25",8,1
"PF03080.18",-25,1
"PF03080.18",-24,3
"PF03080.18",-23,6
"PF03080.18",-22,3
"PF03080.18",-21,3
"PF03080.18",-20,3
"PF03080.18",-11,3
"PF03080.18",-10,14
"PF03080.18",-9,19
"PF03080.18",-8,8
"PF03106.18",-9,1
"PF03106.18",71,1
"PF03106.18",95,1
"PF03106.18",101,1
"PF03106.18",108,1
"PF03141.19",1,3
"PF03141.19",4,1
"PF03141.19",13,1
"PF03141.19",42,1
"PF03144.28",-15,3
"PF03144.28",-14,1
"PF03144.28",-11,1
"PF03144.28",-10,1
"PF03144.28",-9,2
"PF03144.28",-7,1
"PF03145.19",6,1
"PF03145.19",24,1
"PF03145.19",31,1
"PF03145.19",36,1
"PF03145.19",44,1
"PF03145.19",47,1
"PF03159.21",44,1
"PF03159.21",49,2
"PF03168.16",-7,1
"PF03168.16",-5,2
"PF03168.16",1,2
"PF03168.16",13,1
"PF03171.23",6,1
"PF03171.23",19,1
"PF03178.18",-1071,1
"PF03178.18",-897,1
"PF03178.18",-735,1
"PF03178.18",-734,1
"PF03283.16",1,3
"PF03283.16",3,1
"PF03330.21",-31,1
"PF03330.21",-30,2
"PF03330.21",-29,2
"PF03330.21",-28,18
"PF03330.21",-27,1
"PF03358.18",-12,1
"PF03358.18",-7,1
"PF03360.19",-14,1
"PF03360.19",-13,1
"PF03360.19",-12,2
"PF03372.26",-459,1
"PF03372.26",-457,1
"PF03372.26",-456,1
"PF03372.26",-200,1
"PF03372.26",-32,1
"PF03372.26",-24,1
"PF03372.26",-1,2
"PF03372.26",1,12
"PF03372.26",28,1
"PF03372.26",29,1
"PF03385.20",-67,2
"PF03407.19",-27,1
"PF03407.19",-21,2
"PF03447.19",-1,2
"PF03476.19",1,2
"PF03492.18",1,1
"PF03492.18",6,1
"PF03641.17",-38,2
"PF03644.16",-7,2
"PF03644.16",12,1
"PF03644.16",13,1
"PF03662.17",6,1
"PF03662.17",7,1
"PF03662.17",8,1
"PF03662.17",87,1
"PF03721.17",17,3
"PF03721.17",19,1
"PF03725.18",301,1
"PF03725.18",347,1
"PF03764.21",-27,1
"PF03764.21",-20,2
"PF03876.20",1,3
"PF03950.21",9,2
"PF03982.16",-426,1
"PF03982.16",-51,2
"PF03982.16",-49,2
"PF03982.16",-48,1
"PF03982.16",-20,1
"PF04055.24",-1,6
"PF04055.24",7,2
"PF04055.24",8,2
"PF04055.24",13,1
"PF04072.17",7,1
"PF04072.17",8,1
"PF04083.19",86,2
"PF04199.16",48,3
"PF04263.19",-8,2
"PF04263.19",1,2
"PF04321.20",-7,1
"PF04321.20",-5,1
"PF04427.21",-6,1
"PF04427.21",-1,1
"PF04427.21",1,1
"PF04488.18",-10,1
"PF04488.18",-9,5
"PF04526.16",-7,1
"PF04526.16",-6,8
"PF04548.19",4,1
"PF04548.19",30,1
"PF04566.16",-31,2
"PF04628.16",-1,2
"PF04646.15",8,2
"PF04646.15",9,3
"PF04646.15",11,4
"PF04646.15",15,1
"PF04646.15",16,1
"PF04679.18",-7,1
"PF04679.18",-3,2
"PF04755.15",1,2
"PF04833.18",-8,4
"PF04833.18",-7,3
"PF04833.18",-5,3
"PF04833.18",-3,1
"PF04851.18",15,3
"PF04851.18",16,2
"PF04851.18",17,3
"PF04851.18",76,1
"PF04851.18",213,1
"PF05047.19",-10,2
"PF05056.15",9,1
"PF05056.15",10,2
"PF05057.17",36,1
"PF05057.17",37,1
"PF05057.17",61,1
"PF05057.17",67,1
"PF05116.16",-30,1
"PF05116.16",-28,1
"PF05116.16",-8,1
"PF05116.16",28,1
"PF05183.15",-7,1
"PF05183.15",-6,1
"PF05183.15",-1,2
"PF05188.20",-16,1
"PF05188.20",1,1
"PF05193.24",-161,1
"PF05193.24",-152,1
"PF05193.24",-151,1
"PF05193.24",-133,1
"PF05193.24",58,3
"PF05193.24",64,1
"PF05193.24",65,2
"PF05193.24",71,2
"PF05193.24",73,1
"PF05193.24",80,1
"PF05193.24",94,1
"PF05608.15",-1,2
"PF05691.15",11,2
"PF05691.15",12,2
"PF05691.15",13,1
"PF05724.14",4,1
"PF05724.14",9,1
"PF05726.16",-167,1
"PF05726.16",-162,1
"PF05879.15",-1,3
"PF05922.19",-20,2
"PF05922.19",-10,1
"PF05922.19",-9,1
"PF05938.14",-1,3
"PF06026.17",-25,2
"PF06045.14",73,1
"PF06045.14",74,1
"PF06258.14",-4,1
"PF06258.14",-3,1
"PF06414.15",46,1
"PF06414.15",49,1
"PF06414.15",50,1
"PF06733.18",164,1
"PF06733.18",184,1
"PF06814.16",-100,1
"PF06814.16",-79,1
"PF06814.16",-75,1
"PF06830.14",-133,2
"PF06830.14",-132,1
"PF06830.14",-130,2
"PF06925.14",-8,3
"PF06964.15",-420,1
"PF06964.15",-417,1
"PF06964.15",1,2
"PF06974.16",-298,1
"PF06974.16",-24,4
"PF06974.16",-23,1
"PF07002.19",-17,3
"PF07002.19",-14,2
"PF07002.19",-13,1
"PF07522.17",-80,1
"PF07522.17",-40,1
"PF07522.17",-39,2
"PF07714.20",-575,1
"PF07714.20",-187,1
"PF07714.20",-124,1
"PF07722.16",-20,1
"PF07722.16",-13,1
"PF07722.16",-12,2
"PF07723.16",-14,4
"PF07723.16",-11,1
"PF07723.16",-10,4
"PF07723.16",-1,1
"PF07723.16",1,26
"PF07723.16",3,6
"PF07723.16",4,22
"PF07723.16",5,3
"PF07723.16",6,3
"PF07723.16",7,1
"PF07723.16",33,1
"PF07725.15",-29,1
"PF07725.15",-17,1
"PF07725.15",-16,2
"PF07725.15",-13,24
"PF07725.15",-12,2
"PF07725.15",-11,1
"PF07725.15",7,48
"PF07725.15",8,16
"PF07725.15",9,3
"PF07725.15",10,1
"PF07731.17",-67,1
"PF07731.17",-64,1
"PF07731.17",-58,3
"PF07731.17",-57,1
"PF07731.17",-55,2
"PF07731.17",-54,1
"PF07731.17",-52,2
"PF07731.17",-45,1
"PF07731.17",-39,1
"PF07731.17",-34,2
"PF07731.17",-32,2
"PF07731.17",-31,1
"PF07731.17",-27,1
"PF07731.17",-26,3
"PF07731.17",-25,3
"PF07731.17",-24,8
"PF07731.17",-23,1
"PF07731.17",-17,1
"PF07731.17",-16,1
"PF07731.17",-6,1
"PF07731.17",-4,1
"PF07732.18",-5,1
"PF07732.18",-4,1
"PF07732.18",-1,35
"PF07748.16",24,3
"PF07819.16",-135,1
"PF07819.16",28,1
"PF07977.16",1,2
"PF07986.15",-14,1
"PF07986.15",-13,1
"PF07986.15",-7,1
"PF07986.15",-6,1
"PF07992.17",-1,3
"PF07992.17",90,1
"PF07992.17",142,1
"PF07992.17",146,1
"PF07992.17",148,1
"PF07992.17",150,1
"PF07992.17",156,1
"PF07992.17",203,1
"PF07993.15",-1,1
