"Domain","Distance.Domain.Motif","ocurrences"
"PF04628.16",-1,2
"PF04679.18",-8,1
"PF04679.18",-7,1
"PF04851.18",14,1
"PF04851.18",15,2
"PF04851.18",16,2
"PF04851.18",21,1
"PF05193.24",-166,1
"PF05193.24",-155,1
"PF05193.24",-147,1
"PF05193.24",58,1
"PF05193.24",64,1
"PF05193.24",68,1
"PF05193.24",79,1
"PF07859.16",-6,1
"PF07859.16",48,1
"PF07993.15",-13,1
"PF07993.15",11,1
"PF07993.15",16,1
"PF08030.15",8,1
"PF08030.15",9,1
"PF08445.13",8,1
"PF08445.13",9,1
"PF08543.15",-48,1
"PF08543.15",-1,3
"PF08594.13",-44,3
"PF08594.13",-42,1
"PF10433.12",234,1
"PF10433.12",320,1
"PF10568.12",-17,1
"PF10568.12",-15,1
"PF10996.11",-6,1
"PF10996.11",-5,1
"PF12697.10",-40,1
"PF12697.10",-7,1
"PF13191.9",6,1
"PF13191.9",7,1
"PF13191.9",9,1
"PF13191.9",31,2
"PF13476.9",761,1
"PF13476.9",805,1
"PF13489.9",5,1
"PF13489.9",37,1
"PF13489.9",61,1
"PF13522.9",-60,1
"PF13522.9",-24,1
"PF13523.9",5,1
"PF13523.9",14,1
"PF13561.9",3,1
"PF13561.9",6,1
"PF13561.9",50,1
"PF13589.9",12,1
"PF13589.9",31,1
"PF13673.10",1,2
"PF13673.10",13,1
"PF13673.10",14,1
"PF13673.10",16,1
"PF13673.10",19,1
"PF13673.10",20,1
"PF13847.9",9,1
"PF13847.9",20,1
"PF13848.9",-17,1
"PF13848.9",20,1
"PF13848.9",49,1
"PF14437.9",14,1
"PF14437.9",21,1
"PF16575.8",-1,2
"PF16575.8",23,1
"PF17124.8",-15,1
"PF17124.8",-1,2
"PF17124.8",15,1
"PF17124.8",57,1
"PF17172.7",-15,1
"PF17172.7",-13,1
"PF17900.4",1,1
"PF17900.4",3,1
"PF20143.2",-21,2
