"Domain","Distance.Domain.Motif","ocurrences"
"PF00394.25",14,1
"PF00394.25",15,1
"PF00394.25",16,1
"PF00394.25",17,1
"PF00394.25",28,1
"PF00394.25",36,1
"PF00406.25",-1,2
"PF00406.25",1,3
"PF00445.21",11,1
"PF00445.21",12,1
"PF00445.21",13,1
"PF00476.23",-175,1
"PF00476.23",-1,1
"PF00479.25",-1,3
"PF00481.24",-18,1
"PF00481.24",-16,1
"PF00481.24",-5,1
"PF00481.24",-1,1
"PF00481.24",1,10
"PF00481.24",3,2
"PF00481.24",4,1
"PF00481.24",11,2
"PF00481.24",54,1
"PF00481.24",56,1
"PF00481.24",60,1
"PF00481.24",71,1
"PF00481.24",93,1
"PF00481.24",116,1
"PF00483.26",39,1
"PF00483.26",64,1
"PF00483.26",69,1
"PF00483.26",100,1
"PF00488.24",-37,1
"PF00488.24",-30,1
"PF00488.24",-1,2
"PF00497.23",-8,1
"PF00497.23",-7,1
"PF00501.31",-12,1
"PF00501.31",-8,1
"PF00501.31",3,1
"PF00501.31",4,1
"PF00501.31",6,1
"PF00501.31",18,1
"PF00504.24",1,2
"PF00533.29",-3,1
"PF00533.29",-1,1
"PF00538.22",1,3
"PF00538.22",3,1
"PF00544.22",-8,1
"PF00544.22",-5,1
"PF00544.22",9,1
"PF00544.22",25,1
"PF00544.22",27,1
"PF00544.22",28,2
"PF00544.22",29,3
"PF00544.22",30,1
"PF00544.22",35,1
"PF00549.22",-1,2
"PF00561.23",-215,1
"PF00561.23",-42,1
"PF00561.23",-34,1
"PF00561.23",-18,1
"PF00561.23",-13,1
"PF00561.23",-10,1
"PF00561.23",-8,1
"PF00561.23",-6,1
"PF00561.23",17,1
"PF00561.23",32,1
"PF00561.23",63,1
"PF00561.23",133,1
"PF00564.27",-11,4
"PF00564.27",-10,1
"PF00564.27",-8,2
"PF00564.27",15,1
"PF00582.29",1,1
"PF00582.29",3,1
"PF00582.29",9,1
"PF00582.29",14,1
"PF00582.29",18,1
"PF00587.28",-29,1
"PF00587.28",-24,2
"PF00590.23",-61,1
"PF00590.23",12,1
"PF00590.23",13,1
"PF00614.25",-105,1
"PF00614.25",-103,1
"PF00614.25",-100,1
"PF00614.25",-96,2
"PF00626.25",-6,1
"PF00626.25",-4,1
"PF00626.25",-1,1
"PF00635.29",-17,1
"PF00635.29",9,1
"PF00635.29",10,3
"PF00635.29",16,2
"PF00635.29",17,3
"PF00635.29",20,1
"PF00635.29",28,1
"PF00657.25",-34,1
"PF00657.25",-3,1
"PF00657.25",-1,1
"PF00657.25",4,1
"PF00685.30",-55,1
"PF00685.30",-21,1
"PF00685.30",17,1
"PF00685.30",42,1
"PF00686.22",1,1
"PF00686.22",3,2
"PF00694.22",-53,1
"PF00694.22",-19,2
"PF00694.22",-18,1
"PF00696.31",8,4
"PF00696.31",17,3
"PF00696.31",21,1
"PF00696.31",92,1
"PF00702.29",-209,1
"PF00702.29",-197,1
"PF00702.29",68,1
"PF00702.29",156,1
"PF00704.31",-32,1
"PF00704.31",-29,1
"PF00704.31",-11,1
"PF00704.31",22,1
"PF00722.24",-28,1
"PF00722.24",-1,1
"PF00722.24",1,1
"PF00722.24",4,5
"PF00722.24",5,12
"PF00722.24",10,1
"PF00722.24",12,1
"PF00722.24",18,1
"PF00722.24",26,1
"PF00722.24",47,1
"PF00722.24",62,1
"PF00722.24",120,1
"PF00732.22",-1,2
"PF00743.22",-5,2
"PF00743.22",-1,1
"PF00743.22",40,1
"PF00743.22",102,1
"PF00743.22",153,1
"PF00743.22",208,1
"PF00743.22",213,1
"PF00777.21",53,1
"PF00777.21",65,1
"PF00781.27",205,1
"PF00781.27",231,1
"PF00781.27",253,1
"PF00781.27",257,1
"PF00781.27",379,1
"PF00782.23",-81,2
"PF00782.23",-58,2
"PF00782.23",-13,1
"PF00782.23",-11,1
"PF00782.23",-9,1
"PF00782.23",-1,2
"PF00805.25",-10,2
"PF00805.25",-9,1
"PF00805.25",-1,1
"PF00805.25",1,2
"PF00805.25",10,1
"PF00817.23",-1,2
"PF00817.23",6,2
"PF00850.22",-14,2
"PF00850.22",-13,1
"PF00854.24",-49,1
"PF00854.24",-14,3
"PF00890.27",-1,2
"PF00891.21",13,5
"PF00891.21",14,2
"PF00891.21",15,1
"PF00931.25",-201,1
"PF00931.25",-98,1
"PF00931.25",-67,1
"PF00931.25",-63,1
"PF00931.25",-53,1
"PF00931.25",-52,1
"PF00931.25",-47,1
"PF00931.25",-35,1
"PF00931.25",-34,1
"PF00931.25",-23,1
"PF00931.25",-22,1
"PF00931.25",-19,1
"PF00931.25",-17,2
"PF00931.25",-12,1
"PF00931.25",-4,1
"PF00931.25",-3,1
"PF00931.25",-1,2
"PF00931.25",28,1
"PF00931.25",63,1
"PF00931.25",562,1
"PF00954.23",-7,1
"PF00954.23",77,1
"PF00954.23",78,1
"PF00954.23",92,1
"PF00989.28",-7,5
"PF01073.22",-9,1
"PF01073.22",-1,1
"PF01073.22",10,2
"PF01073.22",11,1
"PF01073.22",21,1
"PF01073.22",38,1
"PF01088.24",9,2
"PF01088.24",10,1
"PF01088.24",12,1
"PF01094.31",-15,1
"PF01094.31",-14,1
"PF01094.31",-13,2
"PF01094.31",-11,1
"PF01095.22",-16,1
"PF01095.22",-7,1
"PF01095.22",-6,1
"PF01095.22",-4,1
"PF01095.22",-3,1
"PF01095.22",-1,4
"PF01095.22",46,1
"PF01118.27",1,2
"PF01118.27",7,1
"PF01120.20",-20,2
"PF01190.20",-1,1
"PF01190.20",16,1
"PF01190.20",20,1
"PF01190.20",22,1
"PF01190.20",24,1
"PF01190.20",25,1
"PF01190.20",26,2
"PF01190.20",27,1
"PF01190.20",28,3
"PF01190.20",29,4
"PF01190.20",33,1
"PF01190.20",34,1
"PF01202.25",-6,2
"PF01210.26",17,1
"PF01210.26",18,1
"PF01253.25",3,1
"PF01253.25",5,3
"PF01253.25",6,1
"PF01253.25",8,1
"PF01266.27",91,1
"PF01266.27",205,1
"PF01301.22",-8,2
"PF01301.22",-1,1
"PF01343.21",-21,1
"PF01343.21",-16,1
"PF01344.28",1,3
"PF01357.24",15,2
"PF01357.24",21,1
"PF01370.24",-8,1
"PF01370.24",-3,1
"PF01370.24",-1,1
"PF01370.24",1,5
"PF01370.24",3,4
"PF01370.24",5,1
"PF01370.24",6,1
"PF01370.24",10,2
"PF01370.24",43,2
"PF01370.24",50,2
"PF01370.24",85,1
"PF01370.24",86,1
"PF01370.24",91,1
"PF01398.24",61,1
"PF01398.24",65,3
"PF01416.23",-218,1
"PF01416.23",-130,1
"PF01416.23",-31,1
"PF01416.23",-14,1
"PF01419.20",-36,1
"PF01419.20",-1,2
"PF01425.24",-6,1
"PF01425.24",-4,1
"PF01433.23",-14,1
"PF01433.23",-11,4
"PF01453.27",51,1
"PF01453.27",58,1
"PF01459.25",1,7
"PF01477.26",-69,2
"PF01477.26",-55,1
"PF01477.26",-47,1
"PF01477.26",-45,1
"PF01477.26",-35,1
"PF01477.26",-33,1
"PF01477.26",-31,2
"PF01477.26",-30,1
"PF01477.26",-10,1
"PF01477.26",-6,1
"PF01477.26",-3,1
"PF01477.26",-1,3
"PF01496.22",-10,2
"PF01501.23",-3,1
"PF01501.23",-1,3
"PF01504.21",-25,1
"PF01504.21",3,3
"PF01546.31",-12,1
"PF01546.31",-4,1
"PF01546.31",-1,3
"PF01553.24",-36,1
"PF01553.24",3,1
"PF01553.24",19,1
"PF01553.24",20,1
"PF01553.24",21,1
"PF01556.21",-1,3
"PF01565.26",19,3
"PF01565.26",21,8
"PF01565.26",25,2
"PF01565.26",26,12
"PF01565.26",28,1
"PF01565.26",33,1
"PF01565.26",35,6
"PF01612.23",-22,1
"PF01612.23",-19,1
"PF01612.23",-14,1
"PF01612.23",-12,1
"PF01612.23",-7,1
"PF01612.23",-6,1
"PF01612.23",-5,1
"PF01612.23",-3,1
"PF01657.20",-30,1
"PF01657.20",-16,1
"PF01657.20",-13,1
"PF01657.20",-12,1
"PF01657.20",-9,1
"PF01657.20",-5,1
"PF01657.20",-3,1
"PF01657.20",-1,3
"PF01657.20",13,1
"PF01657.20",14,1
"PF01661.24",-1,2
"PF01663.25",-131,1
"PF01663.25",-18,1
"PF01663.25",8,1
"PF01663.25",14,1
"PF01704.21",-66,1
"PF01704.21",1,2
"PF01704.21",16,1
"PF01704.21",17,1
"PF01715.20",-111,1
"PF01715.20",-29,1
"PF01715.20",9,1
"PF01738.21",-68,1
"PF01738.21",-64,1
"PF01762.24",-39,1
"PF01762.24",-11,2
"PF01762.24",-10,2
"PF01762.24",-8,9
"PF01762.24",-7,6
"PF01762.24",3,1
"PF01762.24",6,2
"PF01762.24",16,1
"PF01762.24",18,1
"PF01764.28",-65,1
"PF01764.28",-55,1
"PF01764.28",-22,1
"PF01764.28",-1,6
"PF01764.28",6,2
"PF01764.28",7,1
"PF01764.28",8,2
"PF01764.28",10,2
"PF01764.28",13,2
"PF01764.28",15,2
"PF01764.28",16,1
"PF01764.28",38,1
"PF01764.28",76,1
"PF01764.28",92,1
"PF01764.28",153,1
"PF01764.28",181,1
"PF01764.28",192,1
"PF01764.28",195,1
"PF01764.28",234,1
"PF01764.28",236,1
"PF01912.21",3,2
"PF01918.24",18,1
"PF01918.24",22,1
"PF01918.24",24,1
"PF01918.24",26,2
"PF01926.26",-137,1
"PF01926.26",-102,1
"PF01926.26",116,1
"PF01979.23",10,1
"PF01979.23",12,1
"PF01979.23",38,1
"PF02018.20",3,1
"PF02018.20",4,1
"PF02018.20",5,3
"PF02018.20",6,2
"PF02142.25",-11,1
"PF02142.25",-8,1
"PF02146.20",-36,1
"PF02146.20",13,1
"PF02146.20",18,1
"PF02171.20",-6,1
"PF02171.20",-1,3
"PF02263.22",-6,1
"PF02263.22",-5,1
"PF02298.20",-19,1
"PF02298.20",-17,2
"PF02298.20",-16,3
"PF02298.20",-14,1
"PF02298.20",-13,4
"PF02298.20",-12,4
"PF02298.20",-11,3
"PF02298.20",-10,3
"PF02298.20",-9,2
"PF02298.20",-8,6
"PF02298.20",-7,14
"PF02298.20",-6,2
"PF02298.20",-4,1
"PF02298.20",-1,1
"PF02298.20",6,1
"PF02301.21",1,3
"PF02301.21",3,1
"PF02301.21",4,1
"PF02338.22",6,1
"PF02338.22",9,1
"PF02338.22",10,1
"PF02338.22",14,1
"PF02353.23",1,2
"PF02353.23",29,1
"PF02358.19",-1,10
"PF02362.24",1,4
"PF02362.24",5,1
"PF02362.24",16,1
"PF02365.18",9,2
"PF02365.18",11,5
"PF02365.18",12,3
"PF02365.18",13,10
"PF02365.18",14,14
"PF02365.18",15,8
"PF02365.18",16,6
"PF02365.18",17,8
"PF02365.18",18,10
"PF02365.18",19,4
"PF02365.18",20,2
"PF02365.18",21,6
"PF02365.18",22,5
"PF02365.18",24,3
"PF02365.18",25,3
"PF02365.18",26,2
"PF02365.18",27,1
"PF02365.18",28,2
"PF02365.18",29,1
"PF02365.18",30,1
"PF02365.18",34,2
"PF02365.18",36,2
"PF02365.18",37,1
"PF02365.18",38,3
"PF02365.18",39,1
"PF02365.18",44,1
"PF02365.18",57,1
"PF02365.18",60,1
"PF02365.18",61,1
"PF02365.18",63,1
"PF02365.18",144,1
"PF02373.25",-197,1
"PF02373.25",-148,1
"PF02373.25",-140,1
"PF02373.25",-108,1
"PF02373.25",-56,1
"PF02390.20",1,2
"PF02434.19",-92,2
"PF02434.19",-78,2
"PF02434.19",-38,1
"PF02449.18",-28,2
"PF02450.18",-62,1
"PF02450.18",-54,1
"PF02450.18",-36,1
"PF02450.18",-35,2
"PF02450.18",-33,1
"PF02450.18",-31,2
"PF02450.18",-21,1
"PF02450.18",29,1
"PF02450.18",56,1
"PF02450.18",78,1
"PF02458.18",-58,1
"PF02458.18",-27,1
"PF02458.18",-18,1
"PF02458.18",-14,1
"PF02458.18",-8,1
"PF02458.18",-1,1
"PF02458.18",1,2
"PF02458.18",3,2
"PF02458.18",6,1
"PF02458.18",11,1
"PF02463.22",-15,1
"PF02463.22",19,1
"PF02463.22",24,1
"PF02475.19",1,1
"PF02475.19",14,1
"PF02485.24",7,2
"PF02485.24",11,2
"PF02485.24",14,1
"PF02485.24",19,5
"PF02485.24",20,3
"PF02485.24",23,1
"PF02485.24",24,1
"PF02485.24",28,2
"PF02485.24",34,4
"PF02518.29",-14,1
"PF02518.29",-12,1
"PF02518.29",-11,1
"PF02518.29",-10,2
"PF02518.29",-9,2
"PF02518.29",28,1
"PF02518.29",30,1
"PF02518.29",32,1
"PF02518.29",65,1
"PF02518.29",71,1
"PF02525.20",-8,1
"PF02525.20",-7,1
"PF02582.17",-51,1
"PF02582.17",-50,1
"PF02622.18",-10,1
"PF02622.18",-8,1
"PF02705.19",110,1
"PF02705.19",113,1
"PF02705.19",114,2
"PF02705.19",123,1
"PF02769.25",-6,2
"PF02775.24",-24,5
"PF02775.24",-1,2
"PF02789.20",-19,1
"PF02789.20",-13,1
"PF02789.20",8,1
"PF02878.19",16,1
"PF02878.19",23,1
"PF02878.19",26,1
"PF02878.19",40,1
"PF02893.23",6,1
"PF02893.23",8,1
"PF02928.19",-10,1
"PF02928.19",-9,1
"PF02933.20",-10,2
"PF02990.19",-9,6
"PF02990.19",-7,5
"PF02990.19",-6,2
"PF02990.19",18,2
"PF03009.20",-1,3
"PF03031.21",-108,1
"PF03031.21",-107,1
"PF03031.21",-106,1
"PF03031.21",-4,1
"PF03061.25",-14,2
"PF03061.25",1,3
"PF03061.25",7,1
"PF03061.25",8,2
"PF03080.18",-71,1
"PF03080.18",-46,1
"PF03080.18",-45,1
"PF03080.18",-41,1
"PF03080.18",-31,1
"PF03080.18",-30,1
"PF03080.18",-27,1
"PF03080.18",-26,1
"PF03080.18",-24,1
"PF03080.18",-22,2
"PF03080.18",-13,1
"PF03080.18",-12,1
"PF03080.18",-11,6
"PF03080.18",-10,9
"PF03080.18",22,1
"PF03106.18",89,1
"PF03106.18",101,1
"PF03108.18",1,2
"PF03108.18",13,1
"PF03141.19",1,3
"PF03141.19",6,1
"PF03144.28",-37,1
"PF03144.28",-15,3
"PF03144.28",-14,2
"PF03144.28",-13,2
"PF03144.28",-11,1
"PF03144.28",-10,2
"PF03144.28",-9,1
"PF03144.28",-7,1
"PF03159.21",13,1
"PF03159.21",44,1
"PF03159.21",48,1
"PF03168.16",-5,1
"PF03168.16",-4,2
"PF03168.16",-3,2
"PF03168.16",-1,1
"PF03168.16",1,1
"PF03168.16",8,1
"PF03178.18",-1082,1
"PF03178.18",-736,1
"PF03283.16",1,3
"PF03330.21",-31,4
"PF03330.21",-30,8
"PF03330.21",-29,13
"PF03330.21",-28,15
"PF03330.21",-27,1
"PF03351.20",-3,1
"PF03351.20",1,1
"PF03358.18",-7,3
"PF03358.18",20,2
"PF03360.19",-20,1
"PF03360.19",-19,1
"PF03360.19",-17,1
"PF03360.19",-15,1
"PF03360.19",-14,2
"PF03360.19",-13,3
"PF03360.19",-12,2
"PF03360.19",-6,2
"PF03372.26",-457,1
"PF03372.26",-34,1
"PF03372.26",-33,1
"PF03372.26",-1,4
"PF03372.26",1,12
"PF03372.26",11,1
"PF03372.26",22,1
"PF03372.26",32,1
"PF03404.19",9,2
"PF03407.19",-30,1
"PF03407.19",-23,1
"PF03447.19",-1,3
"PF03476.19",1,3
"PF03492.18",1,1
"PF03492.18",6,2
"PF03492.18",11,1
"PF03492.18",13,1
"PF03492.18",14,1
"PF03492.18",15,1
"PF03641.17",-38,2
"PF03641.17",-37,2
"PF03641.17",-5,1
"PF03662.17",6,3
"PF03662.17",7,1
"PF03662.17",8,1
"PF03662.17",91,1
"PF03721.17",18,4
"PF03721.17",19,1
"PF03725.18",301,1
"PF03725.18",347,1
"PF03764.21",-28,1
"PF03764.21",-22,2
"PF03876.20",1,3
"PF03950.21",9,2
"PF04030.17",-30,1
"PF04030.17",-24,1
"PF04055.24",-1,6
"PF04055.24",7,1
"PF04055.24",9,1
"PF04055.24",14,1
"PF04055.24",15,1
"PF04107.16",-27,2
"PF04127.18",6,1
"PF04127.18",8,1
"PF04199.16",47,1
"PF04199.16",48,3
"PF04263.19",-8,1
"PF04263.19",-7,2
"PF04321.20",-7,1
"PF04321.20",79,1
"PF04414.15",-64,1
"PF04414.15",-63,1
"PF04427.21",-10,1
"PF04427.21",-1,2
"PF04488.18",-10,1
"PF04488.18",-9,1
"PF04526.16",-6,8
"PF04646.15",9,3
"PF04646.15",12,1
"PF04646.15",13,2
"PF04646.15",17,1
"PF04646.15",22,1
"PF04833.18",-8,6
"PF04833.18",-7,4
"PF04851.18",14,2
"PF04851.18",15,3
"PF04851.18",16,1
"PF04851.18",17,1
"PF04851.18",20,1
"PF04851.18",47,1
"PF04857.23",-1,2
"PF04926.18",6,1
"PF04926.18",229,1
"PF05047.19",-9,2
"PF05057.17",-17,1
"PF05057.17",-1,1
"PF05057.17",39,1
"PF05057.17",60,1
"PF05057.17",63,1
"PF05057.17",65,1
"PF05116.16",-33,1
"PF05116.16",-28,1
"PF05116.16",-24,1
"PF05116.16",-22,1
"PF05116.16",1,1
"PF05183.15",-228,1
"PF05183.15",-9,1
"PF05183.15",-8,1
"PF05183.15",-1,1
"PF05188.20",-7,1
"PF05188.20",-3,1
"PF05188.20",1,1
"PF05193.24",-160,1
"PF05193.24",-153,1
"PF05193.24",-152,1
"PF05193.24",58,3
"PF05193.24",60,2
"PF05193.24",63,1
"PF05193.24",64,3
"PF05193.24",65,2
"PF05193.24",68,1
"PF05193.24",80,1
"PF05608.15",-1,3
"PF05691.15",-204,1
"PF05691.15",9,1
"PF05691.15",12,3
"PF05721.16",1,2
"PF05724.14",1,2
"PF05879.15",-1,3
"PF05910.15",16,1
"PF05910.15",24,1
"PF05922.19",-34,2
"PF05922.19",-17,1
"PF05922.19",-15,1
"PF05922.19",-13,1
"PF05922.19",-10,2
"PF06258.14",-4,1
"PF06258.14",-3,1
"PF06414.15",46,1
"PF06414.15",48,1
"PF06414.15",49,1
"PF06733.18",167,1
"PF06733.18",171,1
"PF06814.16",-143,1
"PF06814.16",-92,1
"PF06814.16",-90,1
"PF06925.14",-8,2
"PF06925.14",-6,1
"PF06964.15",-416,3
"PF06964.15",-1,3
"PF06964.15",1,5
"PF06974.16",-26,2
"PF07002.19",-17,5
"PF07002.19",-14,1
"PF07002.19",-13,1
"PF07002.19",5,1
"PF07466.14",-83,1
"PF07466.14",-79,1
"PF07522.17",-80,1
"PF07522.17",-40,2
"PF07522.17",-39,2
"PF07714.20",-287,1
"PF07714.20",-166,1
"PF07714.20",-154,1
"PF07714.20",-120,1
"PF07714.20",-80,1
"PF07714.20",-6,1
"PF07714.20",-1,2
"PF07714.20",5,1
"PF07714.20",42,1
"PF07731.17",-93,1
"PF07731.17",-86,1
"PF07731.17",-83,1
"PF07731.17",-78,1
