"Domain","Distance.Domain.Motif","ocurrences"
"PF00314.20",-1,4
"PF00326.24",-46,2
"PF00326.24",-31,1
"PF00326.24",-18,1
"PF00326.24",-14,1
"PF00326.24",-11,1
"PF00328.25",-19,1
"PF00328.25",-18,2
"PF00328.25",-17,2
"PF00328.25",-16,1
"PF00328.25",-15,1
"PF00328.25",-12,2
"PF00328.25",-11,2
"PF00328.25",92,1
"PF00328.25",133,1
"PF00328.25",145,1
"PF00328.25",153,1
"PF00328.25",158,1
"PF00337.25",-5,1
"PF00337.25",7,1
"PF00406.25",-1,5
"PF00406.25",1,2
"PF00431.23",-31,1
"PF00431.23",-7,1
"PF00431.23",-3,3
"PF00431.23",-1,7
"PF00431.23",1,6
"PF00431.23",4,1
"PF00431.23",14,1
"PF00435.24",-1702,1
"PF00435.24",1739,1
"PF00443.32",-1,1
"PF00443.32",1,2
"PF00443.32",24,1
"PF00462.27",-11,1
"PF00462.27",-10,1
"PF00481.24",1,2
"PF00481.24",6,1
"PF00481.24",16,1
"PF00498.29",-6,1
"PF00498.29",3,1
"PF00501.31",-96,1
"PF00501.31",-26,1
"PF00501.31",-1,2
"PF00535.29",26,1
"PF00535.29",27,1
"PF00535.29",34,2
"PF00535.29",42,1
"PF00535.29",74,1
"PF00549.22",-1,2
"PF00561.23",-111,1
"PF00561.23",-25,1
"PF00561.23",-12,1
"PF00561.23",-3,1
"PF00561.23",-1,2
"PF00561.23",34,1
"PF00561.23",114,1
"PF00561.23",115,1
"PF00561.23",123,1
"PF00561.23",138,1
"PF00564.27",1,1
"PF00564.27",25,1
"PF00581.23",-15,1
"PF00581.23",-8,1
"PF00586.27",3,1
"PF00586.27",4,1
"PF00595.27",4,1
"PF00595.27",7,1
"PF00595.27",16,1
"PF00595.27",98,1
"PF00622.31",-16,1
"PF00622.31",-12,2
"PF00630.22",1,2
"PF00630.22",24,1
"PF00635.29",-39,1
"PF00635.29",-1,1
"PF00635.29",3,4
"PF00635.29",4,3
"PF00635.29",5,5
"PF00635.29",7,11
"PF00635.29",8,5
"PF00635.29",10,1
"PF00635.29",11,2
"PF00635.29",12,2
"PF00635.29",15,5
"PF00635.29",16,1
"PF00635.29",18,1
"PF00635.29",30,1
"PF00650.23",-12,1
"PF00650.23",-3,1
"PF00657.25",-30,1
"PF00657.25",-1,1
"PF00702.29",-414,1
"PF00702.29",24,1
"PF00702.29",58,1
"PF00702.29",60,1
"PF00702.29",72,1
"PF00702.29",83,1
"PF00702.29",95,1
"PF00704.31",-258,1
"PF00704.31",-17,1
"PF00753.30",5,1
"PF00753.30",36,1
"PF00778.20",-3,1
"PF00778.20",1,1
"PF00781.27",198,1
"PF00781.27",206,1
"PF00781.27",217,1
"PF00781.27",668,1
"PF00782.23",-62,1
"PF00782.23",-14,1
"PF00782.23",-11,1
"PF00850.22",-14,2
"PF00854.24",-113,1
"PF00854.24",4,1
"PF00854.24",20,1
"PF00858.27",-641,1
"PF00858.27",-52,1
"PF00917.29",-3,2
"PF00917.29",-1,1
"PF00917.29",1,3
"PF00917.29",5,1
"PF01030.27",-27,1
"PF01030.27",-12,1
"PF01030.27",-11,1
"PF01030.27",-10,3
"PF01030.27",-4,2
"PF01030.27",-1,2
"PF01030.27",1,1
"PF01030.27",5,1
"PF01030.27",6,1
"PF01030.27",7,1
"PF01030.27",9,1
"PF01030.27",11,2
"PF01030.27",12,3
"PF01030.27",13,3
"PF01030.27",14,4
"PF01030.27",15,1
"PF01030.27",16,1
"PF01030.27",17,1
"PF01030.27",19,2
"PF01030.27",20,3
"PF01030.27",21,1
"PF01030.27",27,1
"PF01060.26",10,3
"PF01060.26",11,1
"PF01060.26",15,2
"PF01060.26",16,3
"PF01060.26",19,1
"PF01060.26",21,1
"PF01073.22",40,2
"PF01082.23",1,1
"PF01082.23",9,1
"PF01088.24",9,1
"PF01088.24",10,2
"PF01094.31",-54,1
"PF01094.31",-32,1
"PF01094.31",-31,1
"PF01094.31",-30,1
"PF01094.31",-25,1
"PF01094.31",-24,1
"PF01094.31",-23,1
"PF01094.31",-22,2
"PF01094.31",-20,1
"PF01094.31",-19,3
"PF01094.31",-18,3
"PF01094.31",-17,1
"PF01094.31",-16,1
"PF01094.31",-15,1
"PF01094.31",-14,1
"PF01094.31",-13,4
"PF01094.31",-12,1
"PF01094.31",-9,1
"PF01344.28",1,2
"PF01370.24",26,1
"PF01370.24",113,1
"PF01370.24",127,1
"PF01391.21",-103,1
"PF01391.21",-93,1
"PF01391.21",-88,1
"PF01391.21",-56,1
"PF01391.21",-38,1
"PF01391.21",-35,1
"PF01391.21",-34,1
"PF01391.21",-33,4
"PF01391.21",-32,1
"PF01391.21",-31,3
"PF01391.21",-30,2
"PF01391.21",-29,1
"PF01391.21",-27,3
"PF01391.21",-26,2
"PF01391.21",-22,1
"PF01391.21",13,1
"PF01391.21",54,1
"PF01391.21",57,1
"PF01391.21",58,1
"PF01391.21",62,1
"PF01400.27",-29,1
"PF01400.27",-19,1
"PF01400.27",-13,1
"PF01400.27",-10,1
"PF01400.27",-8,1
"PF01400.27",-5,5
"PF01400.27",-4,3
"PF01400.27",-3,1
"PF01416.23",-45,1
"PF01416.23",-33,1
"PF01416.23",-15,1
"PF01433.23",-19,1
"PF01433.23",-18,1
"PF01433.23",-17,1
"PF01433.23",-13,1
"PF01433.23",-12,3
"PF01433.23",-11,3
"PF01459.25",1,2
"PF01467.29",-1,2
"PF01496.22",-12,3
"PF01504.21",-34,1
"PF01504.21",-25,1
"PF01504.21",4,1
"PF01513.24",-40,1
"PF01513.24",-30,1
"PF01531.19",-84,1
"PF01531.19",-83,1
"PF01531.19",-7,1
"PF01531.19",-6,1
"PF01531.19",-5,2
"PF01531.19",-3,1
"PF01546.31",-12,4
"PF01546.31",-11,1
"PF01553.24",-37,1
"PF01553.24",18,1
"PF01553.24",19,1
"PF01553.24",21,1
"PF01553.24",33,1
"PF01553.24",60,1
"PF01565.26",25,1
"PF01565.26",27,1
"PF01565.26",30,1
"PF01565.26",32,1
"PF01565.26",34,1
"PF01593.27",-8,1
"PF01593.27",-4,1
"PF01593.27",158,1
"PF01663.25",-126,1
"PF01663.25",-123,1
"PF01663.25",-25,1
"PF01663.25",10,2
"PF01663.25",12,1
"PF01663.25",19,1
"PF01663.25",25,1
"PF01663.25",26,1
"PF01663.25",28,1
"PF01663.25",41,1
"PF01674.21",-9,2
"PF01684.19",-1680,1
"PF01684.19",5,1
"PF01684.19",1916,1
"PF01697.30",7,1
"PF01697.30",28,1
"PF01697.30",32,1
"PF01704.21",1,2
"PF01746.24",-3,1
"PF01746.24",-1,1
"PF01751.25",-13,1
"PF01751.25",-12,1
"PF01751.25",1,1
"PF01762.24",-12,1
"PF01762.24",-11,2
"PF01762.24",-10,1
"PF01762.24",-9,1
"PF01762.24",-8,8
"PF01762.24",11,1
"PF01762.24",13,2
"PF01764.28",-18,1
"PF01764.28",10,1
"PF01764.28",11,2
"PF01764.28",18,1
"PF01764.28",27,2
"PF01827.30",-614,1
"PF01827.30",-106,1
"PF01827.30",-85,1
"PF01827.30",-29,2
"PF01827.30",-28,1
"PF01827.30",-26,1
"PF01827.30",-24,1
"PF01827.30",-23,1
"PF01827.30",-22,2
"PF01827.30",-21,1
"PF01827.30",-20,1
"PF01827.30",-19,3
"PF01827.30",-18,1
"PF01827.30",-17,3
"PF01827.30",-16,2
"PF01827.30",-15,3
"PF01827.30",-14,6
"PF01827.30",-13,10
"PF01827.30",-12,6
"PF01827.30",-11,6
"PF01827.30",-10,7
"PF01827.30",-9,6
"PF01827.30",-8,5
"PF01827.30",-7,4
"PF01827.30",-6,1
"PF01827.30",-5,1
"PF01827.30",-1,1
"PF01827.30",1,2
"PF01827.30",4,1
"PF01827.30",6,1
"PF01827.30",39,1
"PF01827.30",59,1
"PF01827.30",672,1
"PF01866.20",-1,2
"PF01926.26",24,1
"PF01926.26",95,1
"PF02137.21",-14,2
"PF02142.25",-8,1
"PF02142.25",-5,1
"PF02146.20",-35,1
"PF02146.20",-1,1
"PF02146.20",14,1
"PF02171.20",-157,1
"PF02171.20",-156,1
"PF02171.20",-58,1
"PF02171.20",-57,2
"PF02171.20",9,1
"PF02210.27",-16,1
"PF02210.27",-13,1
"PF02210.27",-3,1
"PF02210.27",-1,14
"PF02301.21",1,4
"PF02353.23",27,1
"PF02353.23",69,1
"PF02434.19",-1,1
"PF02434.19",13,1
"PF02434.19",14,1
"PF02434.19",15,2
"PF02434.19",16,1
"PF02460.21",-142,1
"PF02460.21",-6,2
"PF02460.21",139,1
"PF02463.22",13,1
"PF02463.22",15,1
"PF02463.22",966,1
"PF02485.24",-6,1
"PF02485.24",5,2
"PF02485.24",6,1
"PF02485.24",25,1
"PF02518.29",-14,1
"PF02518.29",1,1
"PF02518.29",29,1
"PF02518.29",31,1
"PF02518.29",39,1
"PF02629.22",18,2
"PF02769.25",-1,1
"PF02769.25",5,1
"PF02769.25",9,1
"PF02775.24",-1,2
"PF02862.20",-111,1
"PF02862.20",-75,1
"PF02886.20",-285,1
"PF02886.20",-281,1
"PF02886.20",-264,1
"PF02886.20",-255,1
"PF02886.20",-241,1
"PF02886.20",-208,1
"PF02931.26",-10,1
"PF02931.26",-1,2
"PF02931.26",1,2
"PF02931.26",6,1
"PF02931.26",10,1
"PF02931.26",12,1
"PF02931.26",16,2
"PF02931.26",19,1
"PF02931.26",29,1
"PF02933.20",-10,2
"PF02990.19",-7,1
"PF02990.19",-6,1
"PF03061.25",1,2
"PF03061.25",3,1
"PF03104.22",-25,1
"PF03104.22",-10,1
"PF03144.28",-12,1
"PF03144.28",-10,2
"PF03144.28",-7,3
"PF03144.28",-5,1
"PF03159.21",28,1
"PF03159.21",45,1
"PF03160.17",15,1
"PF03160.17",21,1
"PF03160.17",123,1
"PF03178.18",-1071,1
"PF03178.18",-773,1
"PF03314.17",-19,1
"PF03314.17",-18,1
"PF03314.17",-17,3
"PF03314.17",-15,1
"PF03314.17",-14,1
"PF03314.17",1,1
"PF03318.16",42,1
"PF03318.16",46,1
"PF03360.19",-14,4
"PF03360.19",-12,3
"PF03372.26",-1,2
"PF03372.26",1,2
"PF03385.20",-65,7
"PF03385.20",1,5
"PF03407.19",-24,1
"PF03407.19",-23,1
"PF03407.19",-22,8
"PF03407.19",-20,1
"PF03476.19",1,3
"PF03476.19",3,1
"PF03493.21",24,1
"PF03493.21",27,1
"PF03764.21",-22,1
"PF03764.21",-16,1
"PF04042.19",7,1
"PF04042.19",8,1
"PF04042.19",10,1
"PF04321.20",116,1
"PF04321.20",129,1
"PF04427.21",-10,1
"PF04427.21",-7,1
"PF04427.21",-1,3
"PF04427.21",1,1
"PF04721.20",3,1
"PF04721.20",11,1
"PF04721.20",13,1
"PF04721.20",18,1
"PF04721.20",42,1
"PF04721.20",43,1
"PF04721.20",47,1
"PF04721.20",69,2
"PF04721.20",73,1
"PF04721.20",75,1
"PF04851.18",12,1
"PF04851.18",15,5
"PF04851.18",16,1
"PF04851.18",17,2
"PF04851.18",24,1
"PF04851.18",27,1
"PF04851.18",41,1
"PF04851.18",208,1
"PF04870.19",161,1
"PF04870.19",174,3
"PF04870.19",175,1
"PF04870.19",176,2
"PF04870.19",177,1
"PF04870.19",179,1
"PF04870.19",183,1
"PF05047.19",-10,3
"PF05048.16",-16,1
"PF05048.16",-1,1
"PF05048.16",1,1
"PF05048.16",16,1
"PF05075.17",1,1
"PF05075.17",4,1
"PF05075.17",5,1
"PF05075.17",13,1
"PF05075.17",15,1
"PF05075.17",16,2
"PF05193.24",-160,1
"PF05193.24",-141,1
"PF05193.24",55,1
"PF05193.24",59,3
"PF05193.24",66,1
"PF05193.24",68,1
"PF05193.24",69,1
"PF05193.24",97,1
"PF05454.14",-20,1
"PF05454.14",-12,2
"PF05647.14",-22,1
"PF05647.14",-19,1
"PF05647.14",-18,1
"PF05647.14",-16,1
"PF05647.14",-15,1
"PF05647.14",-12,1
"PF05647.14",-5,1
"PF05647.14",-1,10
"PF05647.14",1,8
"PF05647.14",4,1
"PF05647.14",5,1
"PF05647.14",8,2
"PF05647.14",12,2
"PF05647.14",13,2
"PF05647.14",15,2
"PF05647.14",16,1
"PF05647.14",19,1
"PF05647.14",29,1
"PF05721.16",1,3
"PF05912.14",-1,3
"PF06079.14",-1,2
"PF06162.15",1,1
"PF06162.15",16,1
"PF06162.15",21,1
"PF06162.15",23,1
"PF06162.15",24,2
"PF06309.14",32,3
"PF06542.14",1,2
"PF06542.14",7,2
"PF06542.14",8,1
"PF06542.14",32,1
"PF06579.15",-37,1
"PF06579.15",-1,3
"PF06733.18",211,1
"PF06733.18",264,1
"PF06852.15",94,1
"PF06852.15",103,2
"PF06852.15",105,3
"PF06852.15",107,2
"PF06852.15",108,3
"PF06918.17",13,1
"PF06918.17",15,1
"PF07002.19",-19,1
"PF07002.19",-18,1
"PF07002.19",-14,2
"PF07002.19",-13,1
"PF07521.15",-547,1
"PF07521.15",-365,1
"PF07521.15",-171,1
"PF07521.15",1,1
"PF07521.15",6,1
"PF07679.19",-8,1
"PF07679.19",1,1
"PF07679.19",2,1
"PF07679.19",6,1
"PF07679.19",10,1
"PF07700.18",13,1
"PF07700.18",21,1
"PF07700.18",22,1
"PF07714.20",-1376,1
"PF07714.20",-81,1
"PF07735.20",-22,1
"PF07735.20",-21,1
"PF07735.20",-19,1
"PF07735.20",-18,1
"PF07735.20",-17,1
"PF07735.20",-16,1
"PF07735.20",-15,3
"PF07735.20",-14,1
"PF07735.20",-12,2
"PF07735.20",-11,6
"PF07735.20",-10,8
"PF07735.20",-9,6
"PF07735.20",-8,10
"PF07735.20",-7,3
"PF07735.20",-6,2
"PF07735.20",-4,2
"PF07735.20",-3,1
"PF07735.20",-1,2
"PF07735.20",1,8
"PF07735.20",3,1
"PF07735.20",48,1
"PF07748.16",15,1
"PF07748.16",22,1
"PF07986.15",-16,1
"PF07986.15",-8,2
"PF08030.15",10,2
"PF08241.15",-1,1
"PF08241.15",27,1
"PF08277.15",1,2
"PF08277.15",4,1
"PF08277.15",5,1
"PF08277.15",16,1
"PF08277.15",42,1
"PF08441.15",10,1
"PF08441.15",130,1
"PF08441.15",147,1
"PF08445.13",15,1
"PF08445.13",16,1
"PF08445.13",19,1
"PF08477.16",-41,1
"PF08477.16",42,1
"PF08953.14",11,1
"PF08953.14",12,1
"PF09379.13",-21,2
"PF10111.12",7,1
"PF10111.12",33,1
"PF10111.12",70,1
"PF10431.12",10,1
"PF10431.12",11,1
"PF10568.12",-16,1
"PF10568.12",-15,2
"PF10568.12",-14,1
"PF10996.11",-24,1
"PF10996.11",-8,1
"PF10996.11",-6,1
"PF10996.11",-4,1
"PF10996.11",16,1
"PF12078.11",-224,1
"PF12078.11",-182,1
"PF12078.11",-181,1
"PF12078.11",-161,1
"PF12078.11",-160,1
"PF12078.11",-153,2
"PF12078.11",-150,1
"PF12078.11",-146,1
"PF12078.11",-143,1
"PF12078.11",-139,1
"PF12078.11",-125,1
"PF12078.11",-124,1
"PF12078.11",-123,1
"PF12078.11",-112,1
"PF12078.11",-106,1
"PF12078.11",-103,1
"PF12078.11",-101,1
"PF12078.11",-98,1
"PF12078.11",-97,1
"PF12078.11",-95,1
"PF12078.11",-82,1
"PF12078.11",-71,1
"PF12078.11",-58,1
"PF12078.11",-54,1
"PF12078.11",-47,1
"PF12078.11",-44,2
"PF12078.11",-28,1
"PF12078.11",-25,1
"PF12078.11",-7,1
"PF12078.11",-4,1
"PF12078.11",53,1
"PF12146.11",-27,1
"PF12146.11",-24,1
"PF12146.11",-11,1
"PF12146.11",30,1
"PF12146.11",82,1
"PF12146.11",88,1
"PF12215.11",36,2
"PF12251.11",-24,2
"PF12251.11",-23,1
"PF12473.11",-19,1
"PF12473.11",-5,1
"PF12624.10",24,1
"PF12624.10",30,1
"PF12624.10",70,1
"PF12697.10",-117,1
"PF12697.10",-25,1
"PF12697.10",-21,1
"PF12697.10",-19,1
"PF12697.10",15,1
"PF12697.10",65,1
"PF12799.10",9,1
"PF12799.10",11,1
"PF13091.9",-29,1
"PF13091.9",-21,1
"PF13207.9",-2,2
"PF13207.9",-1,2
"PF13229.9",-20,1
"PF13229.9",-11,1
"PF13229.9",-9,1
"PF13229.9",-4,1
"PF13229.9",1,1
"PF13306.9",-14,1
"PF13306.9",-7,1
"PF13306.9",4,2
"PF13306.9",5,1
"PF13306.9",7,2
"PF13306.9",18,1
"PF13307.9",-29,1
"PF13307.9",-27,1
"PF13423.9",21,1
"PF13423.9",40,1
"PF13439.9",-8,1
"PF13439.9",-7,1
"PF13439.9",-6,1
"PF13458.9",-46,1
"PF13458.9",-39,1
"PF13458.9",-20,1
"PF13458.9",-14,1
"PF13460.9",50,1
"PF13460.9",129,1
"PF13476.9",793,1
"PF13476.9",800,1
"PF13561.9",27,1
"PF13561.9",30,1
"PF13561.9",49,1
"PF13561.9",51,2
"PF13561.9",53,1
"PF13561.9",56,1
"PF13561.9",127,1
"PF13579.9",-9,1
"PF13579.9",-7,1
"PF13589.9",15,1
"PF13589.9",23,1
"PF13589.9",58,1
"PF13589.9",59,1
"PF13589.9",61,1
"PF13589.9",114,1
"PF13600.9",-16,1
"PF13600.9",-11,2
"PF13600.9",-9,1
"PF13600.9",77,1
"PF13600.9",85,1
"PF13600.9",87,1
"PF13600.9",121,1
"PF13649.9",-1,1
"PF13649.9",30,1
"PF13673.10",7,1
"PF13673.10",11,1
"PF13673.10",16,1
"PF13673.10",17,1
"PF13673.10",18,2
"PF13673.10",74,1
"PF13673.10",180,1
"PF13733.9",122,2
"PF13848.9",-8,1
"PF13848.9",-1,3
"PF13855.9",-19,2
"PF13855.9",-17,1
"PF13855.9",-16,1
"PF13855.9",-14,3
"PF13855.9",-13,1
"PF13855.9",-12,1
"PF13855.9",1,1
"PF13855.9",4,1
"PF13855.9",6,1
"PF13855.9",10,1
"PF13855.9",15,6
"PF13855.9",16,4
"PF13855.9",17,2
"PF13855.9",18,2
"PF13855.9",20,1
"PF13895.9",1,1
"PF13895.9",3,1
"PF13895.9",7,1
"PF13895.9",8,1
"PF13896.9",-9,3
"PF13911.9",-16,1
"PF13911.9",-15,1
"PF13927.9",-8,1
"PF13927.9",-1,1
"PF13927.9",8,1
"PF13927.9",9,3
"PF13927.9",10,1
"PF13927.9",11,1
"PF13927.9",14,1
"PF13927.9",21,1
"PF13927.9",41,1
"PF14534.9",1,10
"PF14534.9",7,1
"PF14580.9",-17,2
"PF14634.9",1,2
"PF16184.8",9,1
"PF16184.8",14,1
"PF16184.8",16,1
"PF16212.8",-414,2
"PF16363.8",24,1
"PF16363.8",117,1
"PF16363.8",127,1
"PF16575.8",-1,2
"PF16661.8",-58,1
"PF16661.8",5,1
"PF17137.7",8,2
"PF17172.7",-14,1
"PF17172.7",-13,3
"PF17172.7",-12,5
"PF17303.5",-1,1
"PF17303.5",9,2
"PF17354.5",1,2
"PF17820.4",-29,1
"PF17820.4",103,1
"PF17900.4",-95,1
"PF17900.4",-44,1
"PF17900.4",-1,2
"PF17900.4",1,1
"PF17900.4",3,5
"PF17900.4",5,1
"PF17900.4",7,1
"PF17900.4",9,1
"PF17900.4",12,1
"PF17900.4",14,1
"PF17900.4",26,1
"PF18139.4",-9,1
"PF18139.4",-8,1
"PF18139.4",-7,1
"PF18139.4",6,2
"PF18171.4",-38,1
"PF18171.4",-37,2
"PF18171.4",42,1
"PF18171.4",44,1
"PF19028.3",-1,3
"PF20434.1",-103,1
"PF20434.1",-34,1
"PF20434.1",-14,1
"PF20511.1",115,1
"PF20511.1",133,1
