"Domain","Distance.Domain.Motif","ocurrences"
"PF03358.18",-8,1
"PF03358.18",18,1
"PF03358.18",21,1
"PF03372.26",-1,1
"PF03372.26",27,1
"PF03446.18",1,1
"PF03446.18",16,1
"PF03452.17",21,1
"PF03452.17",26,1
"PF03452.17",33,1
"PF03583.17",-17,2
"PF03583.17",-16,8
"PF03583.17",1,1
"PF03853.18",12,1
"PF03853.18",17,1
"PF03856.16",1,1
"PF03856.16",6,1
"PF03856.16",7,1
"PF03876.20",1,1
"PF03876.20",3,1
"PF04055.24",-1,2
"PF04072.17",9,1
"PF04072.17",11,1
"PF04426.15",-49,1
"PF04426.15",46,1
"PF04427.21",-11,1
"PF04427.21",-7,1
"PF04427.21",-1,2
"PF04427.21",1,1
"PF04488.18",-18,1
"PF04488.18",-11,1
"PF04488.18",-8,1
"PF04488.18",20,1
"PF04851.18",14,1
"PF04851.18",15,2
"PF04851.18",16,1
"PF04851.18",19,1
"PF04851.18",21,1
"PF04851.18",29,1
"PF04991.16",-227,1
"PF04991.16",-222,1
"PF04991.16",-181,1
"PF04991.16",-165,1
"PF04991.16",-159,1
"PF04991.16",-153,1
"PF05047.19",-15,1
"PF05047.19",-10,1
"PF05057.17",17,1
"PF05057.17",18,1
"PF05063.17",-16,1
"PF05063.17",-10,1
"PF05193.24",-158,1
"PF05193.24",-152,2
"PF05193.24",58,1
"PF05193.24",59,1
"PF05193.24",61,1
"PF05193.24",93,1
"PF05368.16",1,1
"PF05368.16",7,1
"PF05721.16",1,1
"PF05721.16",8,1
"PF05792.16",-31,1
"PF05792.16",-28,1
"PF05792.16",5,3
"PF05792.16",964,1
"PF07819.16",15,1
"PF07819.16",44,1
"PF07859.16",1,1
"PF07859.16",32,1
"PF07859.16",35,1
"PF07859.16",36,1
"PF07859.16",38,1
"PF07859.16",42,1
"PF07992.17",-2,1
"PF07992.17",-1,1
"PF07992.17",15,1
"PF07992.17",56,1
"PF07992.17",89,1
"PF07992.17",153,1
"PF07993.15",-12,1
"PF07993.15",14,1
"PF07993.15",84,1
"PF08030.15",9,3
"PF08030.15",10,3
"PF08030.15",11,4
"PF08030.15",12,1
"PF08030.15",13,1
"PF08030.15",19,1
"PF10340.12",1,1
"PF10340.12",31,1
"PF10340.12",32,1
"PF10340.12",33,2
"PF10340.12",36,1
"PF10996.11",-7,1
"PF10996.11",-6,1
"PF10996.11",282,1
"PF11051.11",14,1
"PF11051.11",41,1
"PF11051.11",50,1
"PF11051.11",70,1
"PF12141.11",-9,2
"PF12146.11",-19,1
"PF12146.11",14,2
"PF12799.10",7,1
"PF12799.10",20,1
"PF13191.9",1,1
"PF13191.9",7,1
"PF13191.9",44,1
"PF13439.9",-9,1
"PF13439.9",-6,1
"PF13460.9",9,1
"PF13460.9",50,1
"PF13460.9",126,1
"PF13519.9",22,1
"PF13519.9",23,1
"PF13522.9",-64,1
"PF13522.9",-23,1
"PF13561.9",10,1
"PF13561.9",26,2
"PF13589.9",20,1
"PF13589.9",23,1
"PF13589.9",30,1
"PF13589.9",65,1
"PF13589.9",69,1
"PF13673.10",10,1
"PF13673.10",20,1
"PF13673.10",26,1
"PF13855.9",-16,1
"PF13855.9",12,1
"PF13855.9",15,3
"PF13855.9",19,1
"PF14543.9",-45,1
"PF14543.9",-5,4
"PF16575.8",-1,2
