"Domain","Distance.Domain.Motif","ocurrences"
"PF00171.25",35,1
"PF00175.24",-1,1
"PF00175.24",22,1
"PF00175.24",31,1
"PF00175.24",41,1
"PF00176.26",160,1
"PF00176.26",205,1
"PF00176.26",234,1
"PF00176.26",385,1
"PF00176.26",434,1
"PF00176.26",621,1
"PF00188.29",1,2
"PF00188.29",6,1
"PF00188.29",7,6
"PF00188.29",13,2
"PF00201.21",-98,1
"PF00201.21",-67,1
"PF00201.21",-63,1
"PF00201.21",-56,1
"PF00201.21",-55,1
"PF00201.21",-54,1
"PF00201.21",-14,1
"PF00201.21",-7,2
"PF00201.21",-6,1
"PF00201.21",-5,4
"PF00206.23",15,3
"PF00217.22",-25,1
"PF00217.22",-20,1
"PF00217.22",-19,2
"PF00225.26",-38,1
"PF00225.26",-29,1
"PF00225.26",-23,1
"PF00225.26",-21,1
"PF00225.26",-1,3
"PF00240.26",-1,2
"PF00248.24",-10,1
"PF00248.24",-7,1
"PF00254.31",-4,1
"PF00254.31",-1,1
"PF00254.31",1,1
"PF00270.32",-60,1
"PF00270.32",8,3
"PF00270.32",9,4
"PF00270.32",10,2
"PF00270.32",11,4
"PF00270.32",12,1
"PF00270.32",14,1
"PF00270.32",15,1
"PF00270.32",17,1
"PF00270.32",41,1
"PF00271.34",-63,1
"PF00271.34",-46,2
"PF00271.34",-45,1
"PF00271.34",-43,1
"PF00271.34",-42,1
"PF00271.34",-13,1
"PF00271.34",1,21
"PF00271.34",3,8
"PF00271.34",4,5
"PF00271.34",5,15
"PF00271.34",7,2
"PF00293.31",-12,1
"PF00293.31",-10,1
"PF00293.31",-6,1
"PF00294.27",-38,1
"PF00294.27",-29,1
"PF00294.27",-24,1
"PF00294.27",-18,1
"PF00294.27",-14,1
"PF00294.27",-9,1
"PF00294.27",63,1
"PF00300.25",-42,1
"PF00300.25",4,1
"PF00300.25",22,1
"PF00326.24",-23,1
"PF00326.24",-18,1
"PF00328.25",-24,1
"PF00328.25",-19,2
"PF00328.25",-18,1
"PF00328.25",-15,1
"PF00328.25",-8,1
"PF00328.25",195,1
"PF00370.24",-36,1
"PF00370.24",-3,1
"PF00378.23",-12,1
"PF00378.23",-1,2
"PF00406.25",-1,1
"PF00406.25",1,1
"PF00431.23",-32,1
"PF00431.23",-26,1
"PF00431.23",-6,2
"PF00431.23",-5,1
"PF00431.23",-3,1
"PF00431.23",-1,1
"PF00431.23",1,3
"PF00431.23",6,1
"PF00431.23",10,1
"PF00431.23",26,1
"PF00431.23",128,1
"PF00443.32",-1,1
"PF00443.32",15,1
"PF00443.32",117,1
"PF00443.32",213,1
"PF00481.24",1,1
"PF00481.24",11,1
"PF00481.24",13,1
"PF00481.24",86,1
"PF00483.26",-8,1
"PF00483.26",72,1
"PF00483.26",164,1
"PF00497.23",-67,1
"PF00497.23",-56,1
"PF00497.23",-24,1
"PF00501.31",-16,1
"PF00501.31",-1,1
"PF00520.34",-1225,1
"PF00520.34",-711,1
"PF00535.29",13,1
"PF00535.29",27,1
"PF00535.29",31,1
"PF00535.29",32,1
"PF00535.29",34,1
"PF00535.29",37,2
"PF00535.29",38,1
"PF00535.29",40,1
"PF00535.29",50,1
"PF00535.29",58,1
"PF00535.29",68,1
"PF00535.29",69,1
"PF00535.29",75,1
"PF00535.29",76,1
"PF00535.29",83,1
"PF00549.22",-1,3
"PF00561.23",-76,1
"PF00561.23",-10,1
"PF00561.23",16,1
"PF00561.23",133,1
"PF00561.23",136,1
"PF00575.26",-51,1
"PF00575.26",1,2
"PF00595.27",-14,1
"PF00595.27",-4,1
"PF00595.27",2,1
"PF00595.27",5,1
"PF00595.27",6,2
"PF00595.27",20,1
"PF00622.31",-12,1
"PF00622.31",-11,1
"PF00630.22",-10,1
"PF00630.22",1,3
"PF00635.29",8,1
"PF00635.29",10,1
"PF00635.29",11,1
"PF00650.23",-7,1
"PF00650.23",15,1
"PF00651.34",-80,1
"PF00651.34",-79,1
"PF00651.34",-33,1
"PF00676.23",-55,1
"PF00676.23",-23,1
"PF00694.22",-19,2
"PF00702.29",4,1
"PF00702.29",77,1
"PF00702.29",90,1
"PF00702.29",94,1
"PF00702.29",169,1
"PF00753.30",-10,1
"PF00753.30",24,1
"PF00754.28",3,1
"PF00754.28",24,1
"PF00754.28",40,1
"PF00781.27",203,1
"PF00781.27",211,1
"PF00791.23",39,1
"PF00791.23",48,1
"PF00795.25",20,1
"PF00795.25",30,1
"PF00814.28",-8,1
"PF00814.28",-5,1
"PF00817.23",6,1
"PF00817.23",7,1
"PF00884.26",6,1
"PF00884.26",7,1
"PF00890.27",-1,2
"PF00928.24",1,1
"PF00928.24",35,1
"PF00941.24",5,2
"PF00941.24",7,1
"PF00962.25",-98,1
"PF00962.25",-88,1
"PF00962.25",-82,1
"PF00962.25",-80,1
"PF00962.25",-75,1
"PF01030.27",-11,1
"PF01030.27",-10,3
"PF01082.23",5,2
"PF01082.23",6,1
"PF01082.23",12,1
"PF01088.24",9,3
"PF01088.24",11,1
"PF01094.31",-41,1
"PF01094.31",-29,1
"PF01094.31",-22,1
"PF01094.31",-21,1
"PF01094.31",-18,1
"PF01094.31",-17,1
"PF01094.31",-16,1
"PF01094.31",-12,2
"PF01094.31",-9,2
"PF01094.31",-7,2
"PF01370.24",7,1
"PF01370.24",21,1
"PF01370.24",45,1
"PF01370.24",64,1
"PF01370.24",78,1
"PF01370.24",79,1
"PF01400.27",-6,1
"PF01400.27",-5,1
"PF01416.23",-108,1
"PF01416.23",-47,1
"PF01416.23",-35,1
"PF01416.23",-14,1
"PF01433.23",-25,1
"PF01433.23",-23,2
"PF01433.23",-22,1
"PF01433.23",-16,1
"PF01433.23",-12,2
"PF01433.23",-11,5
"PF01433.23",1,1
"PF01459.25",1,7
"PF01496.22",-11,1
"PF01496.22",-10,1
"PF01504.21",-29,1
"PF01504.21",-24,1
"PF01504.21",4,1
"PF01522.24",91,1
"PF01522.24",101,1
"PF01522.24",111,1
"PF01522.24",123,1
"PF01522.24",133,1
"PF01556.21",-1,3
"PF01565.26",27,1
"PF01565.26",30,1
"PF01582.23",-3,1
"PF01582.23",-2,1
"PF01582.23",-1,1
"PF01663.25",-116,1
"PF01663.25",-45,1
"PF01663.25",94,1
"PF01663.25",201,1
"PF01762.24",-74,1
"PF01762.24",-62,3
"PF01762.24",-17,1
"PF01762.24",-11,2
"PF01762.24",-8,1
"PF01762.24",-7,1
"PF01822.22",1,1
"PF01822.22",3,1
"PF01839.26",27,2
"PF01866.20",-1,2
"PF01926.26",-95,1
"PF01926.26",16,1
"PF01926.26",42,1
"PF01926.26",53,1
"PF02141.24",-163,1
"PF02141.24",218,1
"PF02142.25",-7,1
"PF02142.25",-5,1
"PF02145.18",-11,1
"PF02145.18",-10,1
"PF02145.18",-9,1
"PF02146.20",-35,1
"PF02146.20",-34,1
"PF02146.20",-1,3
"PF02146.20",12,1
"PF02146.20",13,1
"PF02146.20",14,1
"PF02146.20",17,1
"PF02171.20",8,1
"PF02171.20",9,1
"PF02210.27",-6,1
"PF02210.27",-2,1
"PF02210.27",-1,28
"PF02244.19",-16,1
"PF02244.19",-1,7
"PF02373.25",-92,1
"PF02373.25",-91,1
"PF02373.25",-45,1
"PF02434.19",-14,1
"PF02434.19",-1,2
"PF02434.19",16,1
"PF02450.18",-28,2
"PF02460.21",-149,1
"PF02460.21",-135,1
"PF02460.21",-8,1
"PF02463.22",-7,1
"PF02463.22",11,1
"PF02463.22",13,1
"PF02463.22",28,1
"PF02518.29",-15,1
"PF02518.29",29,1
"PF02602.18",-9,1
"PF02602.18",-8,1
"PF02629.22",18,1
"PF02629.22",19,1
"PF02769.25",-5,1
"PF02769.25",4,1
"PF02769.25",13,1
"PF02803.21",12,2
"PF02990.19",-7,1
"PF02990.19",-6,1
"PF03029.20",-1,2
"PF03061.25",-13,1
"PF03061.25",1,2
"PF03103.20",22,6
"PF03103.20",24,4
"PF03144.28",-81,1
"PF03144.28",-15,1
"PF03144.28",-13,1
"PF03144.28",-12,1
"PF03144.28",-10,1
"PF03144.28",-9,1
"PF03144.28",-8,1
"PF03159.21",17,1
"PF03159.21",47,1
"PF03178.18",-1076,1
"PF03178.18",-861,1
"PF03178.18",-780,1
"PF03360.19",-16,1
"PF03360.19",-15,1
"PF03360.19",-12,1
"PF03372.26",1,5
"PF03476.19",1,1
"PF03476.19",7,1
"PF03493.21",-13,1
"PF03493.21",27,1
"PF03493.21",28,1
"PF03723.17",-536,1
"PF03723.17",19,1
"PF03764.21",-19,1
"PF03764.21",-16,1
"PF03901.20",3,1
"PF03901.20",32,1
"PF03950.21",9,1
"PF03950.21",15,1
"PF04042.19",6,2
"PF04055.24",-1,1
"PF04055.24",7,1
"PF04157.19",5,1
"PF04157.19",6,1
"PF04427.21",-7,1
"PF04427.21",-6,1
"PF04427.21",-1,1
"PF04427.21",1,1
"PF04679.18",-4,1
"PF04679.18",-3,1
"PF04851.18",12,1
"PF04851.18",15,1
"PF04851.18",16,2
"PF05005.18",1,2
"PF05047.19",-10,2
"PF05047.19",-9,1
"PF05048.16",-19,1
"PF05048.16",-5,1
"PF05048.16",-1,1
"PF05048.16",11,1
"PF05063.17",-18,1
"PF05063.17",-16,1
"PF05193.24",-214,1
"PF05193.24",-183,1
"PF05193.24",-155,1
"PF05193.24",57,1
"PF05193.24",58,1
"PF05193.24",60,1
"PF05193.24",64,1
"PF05193.24",66,1
"PF05193.24",72,1
"PF06110.14",-1,2
"PF06468.16",1,5
"PF06477.16",-24,2
"PF06477.16",-22,1
"PF06477.16",-18,4
"PF06477.16",-17,2
"PF06477.16",-16,1
"PF06477.16",-15,5
"PF06477.16",-14,4
"PF06477.16",-13,4
"PF06477.16",-12,8
"PF06477.16",-11,2
"PF06477.16",-8,1
"PF06477.16",-6,2
"PF06477.16",-5,2
"PF06477.16",-4,1
"PF06477.16",-3,2
"PF06477.16",-1,4
"PF06664.15",-65,1
"PF06664.15",-51,1
"PF06733.18",201,1
"PF06733.18",214,1
"PF07679.19",-10,1
"PF07679.19",-5,2
"PF07679.19",-3,1
"PF07679.19",1,1
"PF07679.19",2,1
"PF07679.19",4,1
"PF07679.19",5,2
"PF07679.19",6,4
"PF07679.19",7,4
"PF07679.19",8,5
"PF07679.19",9,1
"PF07679.19",11,1
"PF07679.19",12,1
"PF07679.19",13,2
"PF07679.19",14,1
"PF07679.19",1456,1
"PF07686.20",-9,1
"PF07686.20",-1,1
"PF07686.20",1,2
"PF07686.20",3,1
"PF07686.20",4,4
"PF07686.20",6,1
"PF07686.20",8,1
"PF07728.17",1,2
"PF07731.17",-64,1
"PF07731.17",-41,1
"PF07731.17",-39,2
"PF07732.18",-41,1
"PF07732.18",-25,1
"PF07732.18",-24,1
"PF07732.18",-21,1
"PF07748.16",22,2
"PF07992.17",-41,1
"PF07992.17",-13,1
"PF07992.17",-1,1
"PF07993.15",13,1
"PF07993.15",14,1
"PF07993.15",16,1
"PF07993.15",18,1
"PF07993.15",20,1
"PF07993.15",22,3
"PF07993.15",23,1
"PF07993.15",42,1
"PF07993.15",62,1
"PF08205.15",10,1
"PF08205.15",12,1
"PF08441.15",12,1
"PF08441.15",44,1
"PF08441.15",61,1
"PF08441.15",98,1
"PF08441.15",157,1
"PF08441.15",205,1
"PF08441.15",339,1
"PF08441.15",355,1
"PF08445.13",-54,3
"PF08445.13",-53,1
"PF08445.13",-51,1
"PF08445.13",-47,1
"PF08445.13",14,2
"PF08445.13",15,1
"PF08445.13",16,1
"PF08445.13",18,1
"PF10557.12",3,2
"PF10557.12",4,1
"PF10613.12",-53,1
"PF10613.12",207,1
"PF10996.11",-18,1
"PF10996.11",-6,2
"PF10996.11",-5,1
"PF10996.11",16,1
"PF11838.11",-640,1
"PF11838.11",-566,1
"PF11838.11",-68,1
"PF11901.11",-1,1
"PF11901.11",1,5
"PF11901.11",3,2
"PF11901.11",4,2
"PF11901.11",5,1
"PF11901.11",8,1
"PF11901.11",9,1
"PF11901.11",29,1
"PF12146.11",34,1
"PF12146.11",116,1
"PF12366.11",-390,1
"PF12366.11",-322,1
"PF12366.11",-274,1
"PF12799.10",7,1
"PF12799.10",14,1
"PF12799.10",15,1
"PF13306.9",-29,1
"PF13306.9",-20,1
"PF13306.9",-19,1
"PF13306.9",-3,1
"PF13306.9",1,4
"PF13306.9",9,1
"PF13306.9",12,1
"PF13306.9",20,1
"PF13344.9",27,1
"PF13344.9",28,2
"PF13344.9",29,3
"PF13344.9",36,1
"PF13401.9",23,1
"PF13401.9",45,1
"PF13401.9",55,1
"PF13426.10",-3,2
"PF13426.10",1,1
"PF13439.9",-8,1
"PF13439.9",-6,1
"PF13458.9",-14,1
"PF13458.9",-9,1
"PF13458.9",-5,1
"PF13460.9",6,2
"PF13476.9",727,1
"PF13476.9",768,1
"PF13476.9",785,1
"PF13519.9",24,1
"PF13519.9",34,1
"PF13519.9",35,1
"PF13561.9",4,1
"PF13561.9",10,1
"PF13561.9",12,1
"PF13561.9",13,1
"PF13561.9",21,1
"PF13561.9",26,1
"PF13561.9",30,2
"PF13561.9",33,3
"PF13561.9",34,1
"PF13561.9",35,2
"PF13561.9",36,1
"PF13561.9",38,1
"PF13579.9",-9,1
"PF13579.9",-7,1
"PF13582.9",-352,1
"PF13582.9",-17,1
"PF13589.9",17,1
"PF13589.9",19,1
"PF13589.9",61,1
"PF13602.9",-64,1
"PF13602.9",-35,1
"PF13620.9",1,1
"PF13620.9",23,1
"PF13621.9",-47,1
"PF13621.9",16,1
"PF13621.9",26,1
"PF13621.9",37,1
"PF13673.10",6,1
"PF13673.10",8,1
"PF13673.10",14,1
"PF13673.10",15,1
"PF13673.10",22,1
"PF13673.10",24,1
"PF13676.9",-1,2
"PF13733.9",117,1
"PF13733.9",119,1
"PF13848.9",-4,1
"PF13848.9",-1,1
"PF13855.9",-23,1
"PF13855.9",-19,2
"PF13855.9",-17,1
"PF13855.9",-16,4
"PF13855.9",-14,2
"PF13855.9",-13,2
"PF13855.9",-8,1
"PF13855.9",-1,1
"PF13855.9",1,1
"PF13855.9",6,1
"PF13855.9",9,1
"PF13855.9",10,1
"PF13855.9",11,1
"PF13855.9",14,3
"PF13855.9",15,2
"PF13855.9",16,2
"PF13855.9",17,3
"PF13855.9",18,5
"PF13855.9",19,3
"PF13855.9",20,2
"PF13855.9",22,2
"PF13855.9",27,1
"PF13855.9",36,1
"PF13855.9",40,1
"PF13855.9",112,1
"PF13871.9",-305,1
"PF13871.9",-186,1
"PF13895.9",-11,1
"PF13895.9",-4,1
"PF13895.9",3,1
"PF13895.9",4,1
"PF13895.9",6,1
"PF13895.9",9,1
"PF13895.9",14,1
"PF13895.9",16,1
"PF13918.9",-149,1
"PF13918.9",-137,1
"PF13927.9",-8,1
"PF13927.9",-4,1
"PF13927.9",-1,1
"PF13927.9",5,2
"PF13927.9",6,1
"PF13927.9",7,1
"PF13927.9",8,8
"PF13927.9",9,5
"PF13927.9",10,2
"PF13927.9",12,2
"PF13927.9",13,2
"PF13927.9",14,2
"PF13927.9",15,1
"PF13927.9",16,1
"PF13927.9",17,1
"PF13927.9",1468,1
"PF14382.9",1,1
"PF14382.9",7,1
"PF14845.9",-37,1
"PF14845.9",14,1
"PF14845.9",15,1
"PF14924.9",-47,1
"PF14924.9",-46,1
"PF15866.8",1,2
"PF15866.8",4,2
"PF15866.8",6,1
"PF15950.8",23,1
"PF15950.8",184,1
"PF16032.8",-21,1
"PF16032.8",-1,4
"PF16184.8",-15,1
"PF16184.8",10,1
"PF16184.8",13,1
"PF16184.8",14,1
"PF16184.8",407,1
"PF16207.8",-22,1
"PF16207.8",-19,1
"PF16207.8",-12,1
"PF16575.8",-1,2
"PF16575.8",38,1
"PF16661.8",-14,1
"PF16661.8",22,1
"PF17207.6",17,1
"PF17207.6",22,1
"PF17820.4",-29,1
"PF17820.4",-16,1
"PF17820.4",1,1
"PF17900.4",3,12
"PF17900.4",5,1
"PF17900.4",6,1
"PF19028.3",-2,2
"PF19028.3",-1,2
"PF19028.3",1,1
"PF20422.1",-47,1
"PF20422.1",-3,2
"PF20470.1",-194,1
"PF20470.1",-191,1
