"Domain","Distance.Domain.Motif","ocurrences"
"PF00168.33",-3,2
"PF00168.33",-1,2
"PF00168.33",6,1
"PF00168.33",7,1
"PF00168.33",8,3
"PF00168.33",9,3
"PF00168.33",10,5
"PF00168.33",12,3
"PF00168.33",13,2
"PF00168.33",15,2
"PF00168.33",16,5
"PF00168.33",19,2
"PF00168.33",21,1
"PF00168.33",257,1
"PF00169.32",-5,1
"PF00169.32",-1,2
"PF00171.25",-7,1
"PF00171.25",-3,1
"PF00171.25",-1,3
"PF00171.25",25,1
"PF00171.25",72,1
"PF00175.24",-1,2
"PF00175.24",12,1
"PF00175.24",30,2
"PF00176.26",136,1
"PF00176.26",140,1
"PF00176.26",152,1
"PF00176.26",166,1
"PF00176.26",178,1
"PF00176.26",186,1
"PF00176.26",639,1
"PF00176.26",641,3
"PF00188.29",16,1
"PF00188.29",21,1
"PF00217.22",-20,2
"PF00217.22",-19,2
"PF00225.26",-46,1
"PF00225.26",-36,1
"PF00225.26",-1,4
"PF00225.26",6,1
"PF00229.21",-25,1
"PF00229.21",-19,1
"PF00229.21",-17,1
"PF00229.21",-14,1
"PF00229.21",-13,1
"PF00229.21",-8,3
"PF00240.26",-28,1
"PF00240.26",-4,1
"PF00240.26",-3,1
"PF00246.27",47,1
"PF00246.27",100,1
"PF00248.24",-1,3
"PF00254.31",-5,2
"PF00254.31",-3,2
"PF00254.31",1,2
"PF00254.31",59,1
"PF00270.32",-60,1
"PF00270.32",7,1
"PF00270.32",8,4
"PF00270.32",9,8
"PF00270.32",10,4
"PF00270.32",11,5
"PF00270.32",12,3
"PF00270.32",13,1
"PF00270.32",14,4
"PF00270.32",15,1
"PF00270.32",17,1
"PF00270.32",37,1
"PF00271.34",-61,1
"PF00271.34",-46,1
"PF00271.34",-30,1
"PF00271.34",1,24
"PF00271.34",3,16
"PF00271.34",4,5
"PF00271.34",5,46
"PF00271.34",6,2
"PF00271.34",7,3
"PF00282.22",-35,1
"PF00282.22",-23,1
"PF00293.31",-27,1
"PF00293.31",-19,1
"PF00293.31",-15,1
"PF00293.31",-1,1
"PF00300.25",-48,1
"PF00300.25",-46,1
"PF00300.25",-42,1
"PF00300.25",25,1
"PF00300.25",52,1
"PF00326.24",-33,1
"PF00326.24",-17,1
"PF00326.24",-13,3
"PF00326.24",-12,1
"PF00406.25",-119,1
"PF00406.25",-71,1
"PF00406.25",-1,1
"PF00406.25",16,1
"PF00429.22",-259,1
"PF00429.22",-258,1
"PF00429.22",-210,1
"PF00429.22",-175,1
"PF00431.23",-1324,1
"PF00431.23",-1302,1
"PF00431.23",-21,1
"PF00431.23",-18,1
"PF00431.23",-15,1
"PF00431.23",-7,1
"PF00431.23",-3,6
"PF00431.23",-1,8
"PF00431.23",1,11
"PF00431.23",3,1
"PF00431.23",4,10
"PF00431.23",5,12
"PF00431.23",6,2
"PF00431.23",7,1
"PF00431.23",10,1
"PF00431.23",13,1
"PF00443.32",-29,1
"PF00443.32",-24,1
"PF00443.32",-1,1
"PF00443.32",14,1
"PF00443.32",15,1
"PF00443.32",51,1
"PF00443.32",157,1
"PF00443.32",179,1
"PF00481.24",-5,1
"PF00481.24",1,2
"PF00481.24",7,1
"PF00483.26",41,1
"PF00483.26",74,1
"PF00497.23",-58,1
"PF00497.23",-57,1
"PF00497.23",-50,1
"PF00497.23",-49,2
"PF00498.29",-3,1
"PF00498.29",-1,1
"PF00501.31",-34,1
"PF00501.31",-19,1
"PF00501.31",-1,2
"PF00535.29",15,1
"PF00535.29",26,1
"PF00535.29",29,1
"PF00535.29",30,3
"PF00535.29",31,1
"PF00535.29",33,1
"PF00535.29",34,1
"PF00535.29",35,1
"PF00535.29",36,1
"PF00535.29",37,4
"PF00535.29",38,3
"PF00535.29",39,1
"PF00535.29",40,1
"PF00535.29",42,1
"PF00535.29",45,1
"PF00535.29",74,1
"PF00535.29",75,1
"PF00535.29",77,1
"PF00535.29",85,2
"PF00535.29",103,1
"PF00549.22",-1,2
"PF00561.23",-116,1
"PF00561.23",-78,1
"PF00561.23",-23,1
"PF00561.23",-11,1
"PF00561.23",-4,1
"PF00561.23",14,1
"PF00561.23",15,1
"PF00561.23",22,1
"PF00564.27",-31,1
"PF00564.27",-4,1
"PF00564.27",11,1
"PF00595.27",-6,1
"PF00595.27",-4,1
"PF00595.27",-1,1
"PF00595.27",1,2
"PF00595.27",3,2
"PF00595.27",4,3
"PF00595.27",5,1
"PF00595.27",8,1
"PF00595.27",9,1
"PF00595.27",72,1
"PF00622.31",-17,1
"PF00622.31",-12,3
"PF00622.31",-11,1
"PF00622.31",-10,1
"PF00622.31",-1,2
"PF00625.24",-40,1
"PF00625.24",-29,1
"PF00626.25",-12,2
"PF00626.25",-11,1
"PF00626.25",7,1
"PF00626.25",8,1
"PF00626.25",11,1
"PF00630.22",-1,1
"PF00630.22",1,18
"PF00635.29",8,2
"PF00635.29",13,1
"PF00681.23",151,8
"PF00683.20",-13,3
"PF00683.20",-12,11
"PF00683.20",-11,4
"PF00683.20",-10,2
"PF00683.20",-9,6
"PF00683.20",-8,6
"PF00683.20",-7,17
"PF00683.20",-6,9
"PF00683.20",-5,23
"PF00683.20",-4,16
"PF00683.20",-3,13
"PF00683.20",-1,2
"PF00688.21",1,2
"PF00688.21",5,1
"PF00688.21",7,1
"PF00688.21",12,1
"PF00688.21",21,1
"PF00688.21",40,1
"PF00688.21",48,1
"PF00688.21",52,1
"PF00688.21",53,1
"PF00694.22",-19,2
"PF00702.29",-201,1
"PF00702.29",-189,1
"PF00702.29",-185,1
"PF00702.29",61,1
"PF00702.29",68,1
"PF00702.29",73,1
"PF00702.29",75,1
"PF00702.29",84,1
"PF00702.29",87,1
"PF00709.24",-1,2
"PF00753.30",-8,1
"PF00753.30",-5,1
"PF00753.30",1,1
"PF00753.30",16,1
"PF00754.28",1,2
"PF00754.28",4,1
"PF00754.28",5,1
"PF00754.28",85,1
"PF00777.21",-5,1
"PF00777.21",1,1
"PF00781.27",204,1
"PF00781.27",226,2
"PF00781.27",233,1
"PF00781.27",435,1
"PF00781.27",499,1
"PF00781.27",503,1
"PF00782.23",-6,1
"PF00782.23",-1,1
"PF00791.23",23,1
"PF00791.23",31,2
"PF00791.23",37,1
"PF00791.23",39,3
"PF00791.23",48,12
"PF00791.23",50,1
"PF00792.27",-10,2
"PF00792.27",-8,1
"PF00795.25",20,1
"PF00795.25",23,1
"PF00801.23",-11,1
"PF00801.23",-8,1
"PF00801.23",-7,1
"PF00801.23",-3,1
"PF00801.23",-1,1
"PF00801.23",1,1
"PF00801.23",3,4
"PF00801.23",4,2
"PF00817.23",6,2
"PF00850.22",-19,1
"PF00850.22",-16,1
"PF00850.22",-14,1
"PF00856.31",-408,1
"PF00856.31",-30,1
"PF00868.23",11,1
"PF00868.23",13,1
"PF00880.21",-612,1
"PF00880.21",241,1
"PF00888.25",1,1
"PF00888.25",3,1
"PF00989.28",-8,1
"PF00989.28",-7,2
"PF00989.28",-6,1
"PF00989.28",-4,1
"PF01030.27",-15,1
"PF01030.27",-10,2
"PF01030.27",6,1
"PF01030.27",7,1
"PF01030.27",9,1
"PF01064.26",-13,1
"PF01064.26",-4,1
"PF01073.22",35,2
"PF01073.22",43,1
"PF01082.23",7,2
"PF01082.23",8,1
"PF01082.23",9,1
"PF01088.24",9,1
"PF01088.24",10,2
"PF01088.24",14,1
"PF01094.31",-41,2
"PF01094.31",-40,1
"PF01094.31",-34,3
"PF01094.31",-33,1
"PF01094.31",-32,2
"PF01094.31",-30,4
"PF01094.31",-28,2
"PF01094.31",-23,7
"PF01094.31",-17,1
"PF01094.31",-16,1
"PF01094.31",-15,2
"PF01094.31",-14,2
"PF01094.31",-13,2
"PF01094.31",-12,2
"PF01094.31",-11,1
"PF01094.31",-10,1
"PF01094.31",-9,1
"PF01094.31",-8,3
"PF01094.31",-6,1
"PF01094.31",7,1
"PF01129.21",-1,2
"PF01142.21",-255,1
"PF01142.21",-110,1
"PF01182.23",3,2
"PF01248.29",1,1
"PF01248.29",11,1
"PF01299.20",5,2
"PF01299.20",7,1
"PF01370.24",5,1
"PF01370.24",32,1
"PF01370.24",78,1
"PF01370.24",81,2
"PF01391.21",-247,1
"PF01391.21",-141,1
"PF01391.21",-1,1
"PF01391.21",314,1
"PF01398.24",61,1
"PF01398.24",67,1
"PF01400.27",-5,3
"PF01403.22",-274,1
"PF01403.22",-28,1
"PF01403.22",-27,1
"PF01403.22",-22,1
"PF01403.22",-12,1
"PF01416.23",-35,1
"PF01416.23",-33,1
"PF01416.23",-14,1
"PF01416.23",-1,1
"PF01419.20",-3,1
"PF01419.20",-1,1
"PF01429.22",1,2
"PF01433.23",-30,1
"PF01433.23",-24,1
"PF01433.23",-13,4
"PF01433.23",-12,1
"PF01433.23",-11,3
"PF01459.25",1,5
"PF01462.21",3,1
"PF01462.21",6,1
"PF01462.21",7,1
"PF01462.21",8,1
"PF01462.21",9,1
"PF01462.21",10,1
"PF01462.21",26,1
"PF01467.29",-1,4
"PF01477.26",-1,1
"PF01477.26",9,1
"PF01494.22",52,1
"PF01494.22",91,1
"PF01496.22",-12,2
"PF01504.21",-33,2
"PF01504.21",-31,1
"PF01504.21",-25,4
"PF01553.24",-32,1
"PF01553.24",4,1
"PF01553.24",18,1
"PF01553.24",20,1
"PF01553.24",50,1
"PF01556.21",-1,2
"PF01562.22",15,1
"PF01562.22",275,1
"PF01562.22",345,1
"PF01565.26",24,1
"PF01565.26",27,1
"PF01565.26",31,1
"PF01565.26",55,1
"PF01575.22",1,1
"PF01575.22",5,1
"PF01612.23",-14,1
"PF01612.23",-5,1
"PF01661.24",-11,1
"PF01661.24",-1,2
"PF01663.25",-136,1
"PF01663.25",-119,1
"PF01663.25",-107,1
"PF01663.25",-33,1
"PF01663.25",8,5
"PF01663.25",9,1
"PF01663.25",10,1
"PF01663.25",19,3
"PF01735.21",-39,1
"PF01735.21",109,1
"PF01735.21",126,1
"PF01735.21",133,1
"PF01735.21",153,1
"PF01755.20",24,3
"PF01762.24",-8,4
"PF01762.24",-7,9
"PF01764.28",74,1
"PF01764.28",91,1
"PF01822.22",1,3
"PF01822.22",4,2
"PF01822.22",8,1
"PF01823.22",-64,1
"PF01823.22",-37,1
"PF01833.27",1,1
"PF01833.27",5,6
"PF01833.27",6,4
"PF01833.27",7,1
"PF01833.27",9,6
"PF01833.27",13,3
"PF01833.27",20,4
"PF01833.27",122,1
"PF01839.26",13,1
"PF01839.26",21,1
"PF01839.26",22,2
"PF01839.26",25,1
"PF01841.22",40,5
"PF01841.22",41,1
"PF01841.22",42,2
"PF01847.19",1,1
"PF01847.19",3,1
"PF01866.20",-1,2
"PF01909.26",17,1
"PF01909.26",28,1
"PF01909.26",29,1
"PF01909.26",40,1
"PF01918.24",28,1
"PF01918.24",33,1
"PF01926.26",-169,1
"PF01926.26",-121,1
"PF01926.26",42,1
"PF01926.26",88,1
"PF02010.18",-43,1
"PF02010.18",-11,3
"PF02141.24",-179,1
"PF02141.24",185,1
"PF02142.25",-9,1
"PF02142.25",-7,1
"PF02142.25",-5,1
"PF02145.18",-10,4
"PF02145.18",-9,1
"PF02146.20",-34,1
"PF02146.20",-33,1
"PF02146.20",-1,3
"PF02146.20",13,1
"PF02146.20",14,1
"PF02146.20",15,1
"PF02146.20",17,1
"PF02171.20",8,3
"PF02171.20",11,1
"PF02181.26",-842,1
"PF02181.26",-166,1
"PF02192.19",-7,2
"PF02210.27",-178,1
"PF02210.27",-42,1
"PF02210.27",-17,1
"PF02210.27",-12,1
"PF02210.27",-9,4
"PF02210.27",-7,2
"PF02210.27",-3,2
"PF02210.27",-2,12
"PF02210.27",-1,167
"PF02301.21",1,2
"PF02301.21",45,1
"PF02301.21",167,1
"PF02368.21",8,1
"PF02368.21",9,1
"PF02373.25",-178,1
"PF02373.25",-91,4
"PF02373.25",-48,1
"PF02373.25",-44,1
"PF02373.25",-37,1
"PF02373.25",-35,1
"PF02373.25",-29,1
"PF02373.25",-25,1
"PF02450.18",-27,1
"PF02450.18",-15,2
"PF02460.21",-151,1
"PF02460.21",-111,1
"PF02460.21",-110,1
"PF02460.21",-27,1
"PF02460.21",-6,1
"PF02460.21",10,1
"PF02463.22",13,1
"PF02463.22",1156,1
"PF02475.19",1,1
"PF02475.19",10,1
"PF02475.19",16,1
"PF02485.24",13,1
"PF02485.24",15,1
"PF02518.29",-14,4
"PF02518.29",-12,1
"PF02518.29",7,1
"PF02518.29",8,1
"PF02518.29",27,1
"PF02518.29",29,2
"PF02518.29",41,1
"PF02518.29",89,1
"PF02732.18",-13,2
"PF02775.24",-4,1
"PF02775.24",-1,1
"PF02798.23",-10,2
"PF02799.18",-6,2
"PF02862.20",-196,1
"PF02862.20",-146,1
"PF02886.20",-214,1
"PF02886.20",-209,1
"PF02886.20",-208,1
"PF02886.20",-206,1
"PF02886.20",-202,1
"PF02886.20",1,1
"PF02990.19",-7,2
"PF02990.19",-6,1
"PF02990.19",18,1
"PF03028.18",-9,3
"PF03029.20",-1,2
"PF03061.25",-12,1
"PF03061.25",1,2
"PF03061.25",3,1
"PF03061.25",10,1
"PF03061.25",11,2
"PF03061.25",15,1
"PF03061.25",17,2
"PF03104.22",-34,1
"PF03104.22",46,1
"PF03144.28",-15,2
"PF03144.28",-13,1
"PF03144.28",-12,1
"PF03144.28",-10,2
"PF03144.28",-9,3
"PF03144.28",-7,2
"PF03159.21",19,1
"PF03159.21",47,1
"PF03160.17",-444,1
"PF03160.17",-22,4
"PF03160.17",-21,2
"PF03160.17",-17,1
"PF03160.17",-3,1
"PF03160.17",1,2
"PF03160.17",4,1
"PF03160.17",5,1
"PF03160.17",6,5
"PF03160.17",7,3
"PF03160.17",12,7
"PF03160.17",13,11
"PF03160.17",14,21
"PF03160.17",15,6
"PF03160.17",17,1
"PF03160.17",18,5
"PF03160.17",22,1
"PF03160.17",24,7
"PF03160.17",28,1
"PF03160.17",32,1
"PF03160.17",40,1
"PF03160.17",41,1
"PF03160.17",43,1
"PF03160.17",47,1
"PF03178.18",-1063,1
"PF03178.18",-783,1
"PF03184.22",-35,1
"PF03184.22",-33,1
"PF03184.22",-30,1
"PF03184.22",-29,1
"PF03184.22",-27,2
"PF03184.22",-19,1
"PF03360.19",-13,1
"PF03360.19",-12,2
"PF03372.26",-16,1
"PF03372.26",-1,1
"PF03372.26",1,10
"PF03476.19",1,1
"PF03476.19",3,2
"PF03493.21",23,2
"PF03493.21",26,1
"PF03493.21",28,1
"PF03516.16",-710,1
"PF03516.16",-385,1
"PF03516.16",-17,1
"PF03516.16",216,1
"PF03516.16",372,1
"PF03568.20",10,2
"PF03607.20",-13,2
"PF03607.20",-11,1
"PF03807.20",21,1
"PF03807.20",22,1
"PF03815.22",4,1
"PF03815.22",6,1
"PF03853.18",8,2
"PF03853.18",9,1
"PF03950.21",8,1
"PF03950.21",16,1
"PF04042.19",5,1
"PF04042.19",12,1
"PF04055.24",-1,3
"PF04072.17",6,1
"PF04072.17",7,1
"PF04089.17",25,2
"PF04089.17",29,2
"PF04089.17",56,1
"PF04321.20",51,1
"PF04321.20",90,1
"PF04389.20",1,1
"PF04389.20",54,1
"PF04389.20",55,1
"PF04427.21",-6,1
"PF04427.21",-4,1
"PF04427.21",1,1
"PF04628.16",-1,2
"PF04679.18",-4,1
"PF04679.18",-3,1
"PF04847.15",-5,3
"PF04851.18",14,1
"PF04851.18",15,3
"PF04851.18",16,2
"PF04851.18",17,1
"PF04851.18",70,1
"PF04926.18",1,2
"PF04926.18",3,1
"PF05047.19",-10,1
"PF05047.19",-9,1
"PF05048.16",-168,1
"PF05048.16",-156,1
"PF05048.16",-59,1
"PF05048.16",-47,1
"PF05048.16",-14,1
"PF05048.16",3,1
"PF05048.16",17,1
"PF05048.16",19,1
"PF05048.16",107,1
"PF05048.16",114,1
"PF05193.24",-166,1
"PF05193.24",58,4
"PF05193.24",61,1
"PF05193.24",62,1
"PF05193.24",64,1
"PF05434.14",-9,2
"PF05647.14",-7,1
"PF05647.14",-1,7
"PF05647.14",1,5
"PF05647.14",4,1
"PF05647.14",5,1
"PF05647.14",6,1
"PF05716.16",-713,1
"PF05716.16",-148,1
"PF05721.16",1,2
"PF06017.16",4,1
"PF06017.16",5,1
"PF06017.16",12,1
"PF06017.16",14,1
"PF06189.15",-24,2
"PF06309.14",8,1
"PF06309.14",31,1
"PF06309.14",32,3
"PF06309.14",42,1
"PF06468.16",1,1
"PF06468.16",3,1
"PF06544.15",-1,2
"PF06544.15",4,1
"PF06544.15",11,1
"PF06650.15",5,6
"PF06650.15",8,1
"PF06650.15",42,6
"PF06650.15",43,2
"PF06650.15",228,4
"PF06664.15",-62,1
"PF06664.15",-48,1
"PF06668.15",-3,2
"PF06668.15",-1,3
"PF06733.18",197,2
"PF06733.18",199,1
"PF06733.18",201,1
"PF07002.19",-13,9
"PF07354.15",-1,2
"PF07443.16",-8,1
"PF07443.16",-7,1
"PF07521.15",-177,1
"PF07521.15",-171,1
"PF07521.15",7,1
"PF07522.17",-37,1
"PF07522.17",-34,1
"PF07522.17",-11,1
"PF07562.17",1,3
"PF07562.17",3,1
"PF07653.20",-8,1
"PF07653.20",-6,2
"PF07653.20",-5,1
"PF07653.20",-4,1
"PF07654.18",-12,1
"PF07654.18",-5,1
"PF07654.18",-1,2
"PF07654.18",1,1
"PF07679.19",-1402,1
"PF07679.19",-1117,1
"PF07679.19",-845,1
"PF07679.19",-741,1
"PF07679.19",-727,1
"PF07679.19",-726,1
"PF07679.19",-720,1
"PF07679.19",-670,1
"PF07679.19",-584,1
"PF07679.19",-517,1
"PF07679.19",-468,1
"PF07679.19",-406,1
"PF07679.19",-204,1
"PF07679.19",-14,1
"PF07679.19",-12,1
"PF07679.19",-11,8
"PF07679.19",-10,17
"PF07679.19",-9,3
"PF07679.19",-8,5
"PF07679.19",-7,4
"PF07679.19",-6,5
"PF07679.19",-5,1
"PF07679.19",-4,2
"PF07679.19",-3,2
"PF07679.19",-2,7
"PF07679.19",-1,13
"PF07679.19",1,38
"PF07679.19",3,38
"PF07679.19",4,13
"PF07679.19",5,49
"PF07679.19",6,84
"PF07679.19",7,23
"PF07679.19",8,4
"PF07679.19",9,15
"PF07679.19",10,1
"PF07679.19",11,2
"PF07679.19",12,9
"PF07679.19",342,1
"PF07679.19",612,1
"PF07679.19",754,1
"PF07679.19",909,1
"PF07679.19",1318,1
"PF07679.19",1332,1
"PF07686.20",-7,2
"PF07686.20",-5,1
"PF07686.20",-4,1
"PF07686.20",-1,4
"PF07686.20",1,2
"PF07686.20",3,1
"PF07686.20",4,2
"PF07686.20",5,1
"PF07686.20",6,1
"PF07686.20",7,2
"PF07686.20",8,2
"PF07686.20",11,3
"PF07686.20",12,2
"PF07686.20",13,1
"PF07686.20",14,1
"PF07686.20",21,2
"PF07691.15",5,2
"PF07699.16",-1,4
"PF07714.20",-23,1
"PF07714.20",-9,1
"PF07726.14",-28,6
"PF07726.14",1,4
"PF07728.17",-128,6
"PF07728.17",-27,6
"PF07728.17",1,23
"PF07728.17",4,1
"PF07728.17",8,1
"PF07728.17",11,3
"PF07728.17",18,2
"PF07728.17",31,1
"PF07732.18",-73,1
"PF07732.18",-72,1
"PF07732.18",-66,2
"PF07732.18",-63,1
"PF07732.18",-48,1
"PF07748.16",10,1
"PF07748.16",13,1
"PF07748.16",15,1
"PF07748.16",23,1
"PF07915.16",6,1
"PF07915.16",11,1
"PF07986.15",-10,1
"PF07986.15",-9,1
"PF07986.15",-6,1
"PF07992.17",102,1
"PF07992.17",145,1
"PF07992.17",160,1
"PF07993.15",16,1
"PF07993.15",17,1
"PF08030.15",5,1
"PF08030.15",7,1
"PF08030.15",8,1
"PF08030.15",9,2
"PF08030.15",10,1
"PF08151.15",-1,2
"PF08154.15",10,1
"PF08154.15",11,1
"PF08205.15",3,1
"PF08205.15",8,1
"PF08266.15",4,4
"PF08266.15",5,1
"PF08266.15",6,25
"PF08266.15",7,11
"PF08266.15",8,2
"PF08266.15",11,2
"PF08266.15",14,1
"PF08373.13",-6,1
"PF08373.13",-1,2
"PF08441.15",6,2
"PF08441.15",7,1
"PF08441.15",8,2
"PF08441.15",10,3
"PF08441.15",12,1
"PF08441.15",13,1
"PF08441.15",21,1
"PF08441.15",22,1
"PF08441.15",23,1
"PF08441.15",25,1
"PF08441.15",28,2
"PF08441.15",31,2
"PF08441.15",32,1
"PF08441.15",34,1
"PF08441.15",35,1
"PF08441.15",39,1
"PF08441.15",41,1
"PF08441.15",42,1
"PF08441.15",43,1
"PF08441.15",58,1
"PF08441.15",63,1
"PF08441.15",81,1
"PF08441.15",83,1
"PF08441.15",88,1
"PF08441.15",91,1
"PF08445.13",9,1
"PF08445.13",15,1
"PF08445.13",19,2
"PF08448.13",-8,1
"PF08448.13",-7,1
"PF08477.16",-1,1
"PF08477.16",23,1
"PF08487.13",23,1
"PF08487.13",24,1
"PF08487.13",25,2
"PF08487.13",27,1
"PF08487.13",49,1
"PF08487.13",54,1
"PF08487.13",55,1
"PF08487.13",442,1
"PF08487.13",457,1
"PF08487.13",458,1
"PF08840.14",-39,2
"PF08953.14",11,2
"PF09172.14",5,5
"PF09172.14",1085,1
"PF09380.13",-1,2
"PF10162.12",-13,1
"PF10162.12",87,6
"PF10162.12",88,1
"PF10162.12",112,1
"PF10162.12",113,3
"PF10162.12",120,1
"PF10162.12",135,3
"PF10162.12",136,1
"PF10162.12",147,4
"PF10162.12",151,1
"PF10162.12",281,1
"PF10320.12",-24,1
"PF10320.12",-23,1
"PF10320.12",-21,3
"PF10344.12",-4,1
