"Domain","Distance.Domain.Motif","ocurrences"
"PF01979.23",261,1
"PF02141.24",-701,1
"PF02141.24",3,1
"PF02141.24",8,1
"PF02142.25",-8,1
"PF02142.25",-5,1
"PF02145.18",-26,1
"PF02145.18",-13,1
"PF02145.18",-12,1
"PF02145.18",-11,2
"PF02146.20",-1,4
"PF02146.20",13,1
"PF02146.20",14,2
"PF02146.20",15,1
"PF02146.20",16,1
"PF02171.20",11,2
"PF02301.21",1,1
"PF02301.21",3,1
"PF02338.22",3,1
"PF02338.22",7,1
"PF02358.19",-20,1
"PF02358.19",-1,1
"PF02358.19",13,1
"PF02383.21",38,1
"PF02383.21",40,1
"PF02383.21",244,1
"PF02463.22",-6,1
"PF02463.22",504,1
"PF02485.24",-111,1
"PF02485.24",13,1
"PF02485.24",14,1
"PF02518.29",-1018,1
"PF02518.29",-969,1
"PF02518.29",-191,1
"PF02518.29",-16,1
"PF02518.29",-14,1
"PF02518.29",-13,1
"PF02518.29",-11,1
"PF02518.29",-10,3
"PF02518.29",30,2
"PF02518.29",234,1
"PF02582.17",-176,1
"PF02582.17",-41,1
"PF02608.17",70,1
"PF02608.17",142,1
"PF02769.25",-8,1
"PF02769.25",1,1
"PF02769.25",17,1
"PF02775.24",-22,1
"PF02775.24",-1,1
"PF02775.24",6,1
"PF02775.24",14,1
"PF02798.23",-4,1
"PF02798.23",-1,1
"PF02862.20",-76,1
"PF02862.20",-74,1
"PF02862.20",-16,1
"PF02933.20",-15,1
"PF02933.20",-10,1
"PF02990.19",-7,1
"PF02990.19",-6,1
"PF02990.19",19,1
"PF02995.20",-28,1
"PF02995.20",-20,1
"PF03029.20",-1,2
"PF03061.25",1,2
"PF03061.25",5,1
"PF03061.25",6,1
"PF03061.25",7,1
"PF03144.28",-15,1
"PF03144.28",-13,3
"PF03144.28",-10,2
"PF03144.28",-9,1
"PF03144.28",-7,1
"PF03159.21",12,1
"PF03159.21",39,1
"PF03178.18",-1259,1
"PF03178.18",-805,1
"PF03193.19",-22,1
"PF03193.19",27,1
"PF03265.18",71,1
"PF03265.18",72,3
"PF03330.21",-27,1
"PF03330.21",-26,3
"PF03372.26",1,3
"PF03476.19",3,2
"PF03476.19",4,1
"PF03476.19",6,1
"PF03476.19",12,1
"PF03492.18",3,2
"PF03492.18",7,1
"PF03492.18",12,1
"PF03492.18",22,1
"PF03493.21",25,1
"PF03493.21",52,1
"PF03493.21",74,1
"PF03950.21",8,1
"PF03950.21",9,1
"PF04055.24",-3,1
"PF04055.24",-1,1
"PF04427.21",-4,1
"PF04427.21",-1,3
"PF04427.21",1,1
"PF04679.18",-4,1
"PF04679.18",-3,1
"PF04851.18",15,1
"PF04851.18",19,1
"PF05047.19",-11,1
"PF05047.19",-10,1
"PF05047.19",-9,1
"PF05048.16",-15,1
"PF05048.16",-11,1
"PF05048.16",-5,1
"PF05048.16",-1,1
"PF05048.16",1,1
"PF05057.17",70,1
"PF05057.17",95,1
"PF05183.15",-1139,1
"PF05183.15",-1,1
"PF05188.20",-31,1
"PF05188.20",8,1
"PF05193.24",-165,1
"PF05193.24",-159,1
"PF05193.24",-158,1
"PF05193.24",-152,1
"PF05193.24",-149,1
"PF05193.24",1,1
"PF05193.24",58,1
"PF05193.24",61,1
"PF05193.24",82,1
"PF05193.24",87,1
"PF05193.24",110,1
"PF05720.15",-1,4
"PF05720.15",1,4
"PF05721.16",1,3
"PF05721.16",4,2
"PF05725.15",-578,1
"PF05725.15",-27,3
"PF05725.15",-23,1
"PF05725.15",-22,1
"PF05725.15",-17,1
"PF05725.15",-15,1
"PF05725.15",-14,1
"PF05725.15",-12,1
"PF05725.15",-10,1
"PF05725.15",-9,1
"PF05725.15",-8,1
"PF05725.15",-7,2
"PF05725.15",-6,2
"PF05725.15",-5,3
"PF05725.15",-4,18
"PF05725.15",-3,3
"PF05725.15",-1,55
"PF05725.15",1,18
"PF05725.15",4,2
"PF05725.15",7,1
"PF05725.15",13,1
"PF05725.15",14,3
"PF05725.15",15,11
"PF05725.15",16,8
"PF05725.15",17,11
"PF05725.15",18,4
"PF05725.15",19,5
"PF05725.15",20,1
"PF05725.15",28,1
"PF05725.15",30,1
"PF05725.15",40,1
"PF05725.15",90,1
"PF06017.16",10,2
"PF06017.16",22,1
"PF07002.19",-17,1
"PF07002.19",-15,1
"PF07002.19",-14,2
"PF07691.15",-81,1
"PF07691.15",1,1
"PF07714.20",-1398,1
"PF07714.20",-1157,1
"PF07714.20",-151,1
"PF07714.20",-7,1
"PF07714.20",137,1
"PF07748.16",-1,1
"PF07748.16",11,1
"PF07748.16",15,1
"PF07748.16",17,1
"PF07986.15",-111,1
"PF07986.15",-56,1
"PF07986.15",-48,1
"PF07993.15",-1,2
"PF07993.15",14,1
"PF07993.15",15,1
"PF07993.15",39,1
"PF07993.15",96,1
"PF07993.15",109,1
"PF08030.15",8,1
"PF08030.15",9,1
"PF08154.15",9,1
"PF08154.15",11,1
"PF08242.15",-32,1
"PF08242.15",-1,2
"PF08445.13",-68,1
"PF08445.13",-66,1
"PF08445.13",-65,1
"PF08445.13",14,3
"PF08477.16",-220,1
"PF08477.16",-88,1
"PF08477.16",-62,1
"PF08477.16",-24,1
"PF08477.16",-2,1
"PF08477.16",-1,1
"PF08477.16",87,1
"PF08477.16",108,1
"PF08487.13",1,3
"PF08487.13",27,4
"PF08487.13",30,1
"PF08487.13",33,1
"PF08487.13",49,1
"PF08487.13",55,1
"PF08487.13",107,1
"PF08487.13",423,1
"PF08487.13",446,1
"PF08487.13",465,1
"PF08487.13",509,1
"PF08659.13",44,1
"PF08659.13",45,1
"PF09478.13",1,2
"PF09478.13",10,1
"PF10162.12",78,2
"PF10162.12",89,1
"PF10162.12",91,1
"PF10162.12",94,2
"PF10162.12",95,2
"PF10162.12",98,1
"PF10162.12",102,1
"PF10162.12",103,2
"PF10162.12",106,1
"PF10162.12",110,1
"PF10294.12",-5,1
"PF10294.12",1,1
"PF10294.12",6,1
"PF10294.12",24,1
"PF10294.12",144,1
"PF10996.11",-6,2
"PF10996.11",-4,1
"PF11912.11",1,2
"PF11912.11",4,1
"PF11912.11",65,1
"PF11912.11",88,1
"PF11912.11",89,1
"PF11912.11",136,1
"PF12146.11",-22,1
"PF12146.11",30,1
"PF12624.10",7,1
"PF12624.10",46,1
"PF12624.10",69,1
"PF12624.10",528,1
"PF12697.10",-131,1
"PF12697.10",-26,1
"PF12799.10",10,1
"PF12799.10",12,1
"PF12799.10",13,2
"PF12799.10",14,2
"PF12799.10",22,1
"PF12850.10",67,1
"PF12850.10",88,1
"PF13087.9",20,2
"PF13207.9",-3,1
"PF13207.9",-1,1
"PF13207.9",29,1
"PF13207.9",30,1
"PF13229.9",-25,1
"PF13229.9",-17,2
"PF13229.9",1,1
"PF13238.9",-1,1
"PF13238.9",29,1
"PF13238.9",33,1
"PF13271.9",8,1
"PF13271.9",27,1
"PF13271.9",43,1
"PF13307.9",-28,2
"PF13393.9",11,1
"PF13393.9",48,1
"PF13409.9",-18,1
"PF13409.9",-4,2
"PF13409.9",-3,1
"PF13417.9",-4,1
"PF13417.9",-1,1
"PF13420.10",1,2
"PF13420.10",7,1
"PF13423.9",18,1
"PF13423.9",22,1
"PF13439.9",-8,1
"PF13439.9",-6,2
"PF13450.9",-1,2
"PF13450.9",73,1
"PF13450.9",143,1
"PF13460.9",-1,1
"PF13460.9",42,1
"PF13476.9",-34,1
"PF13476.9",385,1
"PF13489.9",-23,1
"PF13489.9",9,1
"PF13489.9",23,1
"PF13489.9",63,2
"PF13489.9",64,1
"PF13489.9",102,1
"PF13508.10",14,1
"PF13508.10",15,1
"PF13508.10",17,1
"PF13508.10",22,1
"PF13508.10",24,2
"PF13519.9",-1,1
"PF13519.9",19,1
"PF13519.9",24,1
"PF13519.9",27,1
"PF13519.9",40,1
"PF13522.9",-62,1
"PF13522.9",-61,1
"PF13522.9",-27,1
"PF13522.9",-23,1
"PF13529.9",12,2
"PF13561.9",10,1
"PF13561.9",17,1
"PF13561.9",19,1
"PF13561.9",28,1
"PF13561.9",33,1
"PF13561.9",39,1
"PF13561.9",45,1
"PF13561.9",47,2
"PF13561.9",48,1
"PF13561.9",50,1
"PF13561.9",57,1
"PF13576.9",-8,1
"PF13576.9",-3,1
"PF13576.9",1,1
"PF13576.9",11,2
"PF13589.9",14,1
"PF13589.9",20,1
"PF13589.9",28,1
"PF13589.9",59,1
"PF13589.9",62,1
"PF13589.9",253,1
"PF13599.9",-6,1
"PF13599.9",-3,1
"PF13599.9",-1,1
"PF13599.9",1,1
"PF13599.9",3,1
"PF13599.9",4,1
"PF13599.9",5,1
"PF13599.9",12,1
"PF13649.9",-32,1
"PF13649.9",-1,1
"PF13671.9",5,1
"PF13671.9",26,1
"PF13673.10",8,1
"PF13673.10",9,2
"PF13673.10",13,2
"PF13673.10",14,1
"PF13673.10",15,1
"PF13673.10",17,2
"PF13673.10",51,1
"PF13757.9",45,1
"PF13757.9",72,1
"PF13757.9",76,1
"PF13757.9",77,1
"PF13757.9",95,1
"PF13757.9",101,1
"PF13757.9",492,1
"PF13847.9",17,1
"PF13847.9",56,1
"PF13847.9",71,1
"PF13847.9",96,1
"PF13855.9",-15,1
"PF13855.9",-8,1
"PF13855.9",13,2
"PF13855.9",15,2
"PF13855.9",17,5
"PF13855.9",18,1
"PF13855.9",21,1
"PF13855.9",207,1
"PF14437.9",7,1
"PF14437.9",22,1
"PF14566.9",-88,1
"PF14566.9",-5,1
"PF14602.9",-21,3
"PF14602.9",2,1
"PF14652.9",-1,1
"PF14652.9",35,1
"PF14652.9",49,1
"PF14765.9",1,1
"PF14765.9",4,2
"PF14845.9",13,2
"PF14845.9",39,1
"PF16113.8",-11,1
"PF16113.8",-1,1
"PF16363.8",47,1
"PF16363.8",86,1
"PF16575.8",-1,2
"PF16575.8",59,1
"PF17103.8",-11,1
"PF17103.8",-10,1
"PF17207.6",18,1
"PF17207.6",19,1
"PF17210.6",3,1
"PF17210.6",26,1
"PF17900.4",3,2
"PF17917.4",1,5
"PF19088.3",1,3
"PF19279.2",-170,1
"PF19279.2",-163,1
"PF20143.2",-68,1
"PF20143.2",-48,1
"PF20434.1",-122,1
"PF20434.1",-21,1
"PF20434.1",11,1
"PF20533.1",3,1
"PF20533.1",32,1
